ID_CLIENTE,MES_BALANCE,SALDO_TDC_MXN,LIMITE_CREDITO_MXN
100368,-3,13564.99,31658.18
100368,-2,12481.8,31658.18
100368,-1,13405.17,31658.18
100161,-12,13441.91,37144.69
100161,-11,15936.44,37144.69
100161,-10,14679.59,37144.69
100161,-9,15485.92,37144.69
100161,-8,16043.39,37144.69
100161,-7,15725.37,37144.69
100161,-6,16203.14,37144.69
100161,-5,16708.23,37144.69
100161,-4,15645.94,37144.69
100161,-3,15564.13,37144.69
100161,-2,14695.13,37144.69
100161,-1,14422.88,37144.69
102913,-12,13708.18,36338.81
102913,-11,14195.9,36338.81
102913,-10,14742.84,36338.81
102913,-9,14374.91,36338.81
102913,-8,15018.13,36338.81
102913,-7,15665.44,36338.81
102913,-6,14483.43,36338.81
102913,-5,16065.44,36338.81
102913,-4,13927.44,36338.81
102913,-3,14933.32,36338.81
102913,-2,15433.38,36338.81
102913,-1,14898.37,36338.81
103007,-12,14050.54,32584.13
103007,-11,14193.42,32584.13
103007,-10,11873.98,32584.13
103007,-9,13299.44,32584.13
103007,-8,12676.85,32584.13
103007,-7,12463.4,32584.13
103007,-6,13448.85,32584.13
103007,-5,14258.21,32584.13
103007,-4,14387.26,32584.13
103007,-3,12788.48,32584.13
103007,-2,14581.58,32584.13
103007,-1,14333.82,32584.13
104312,-12,13236.39,32935.39
104312,-11,13528.64,32935.39
104312,-10,12951.9,32935.39
104312,-9,12135.31,32935.39
104312,-8,12317.35,32935.39
104312,-7,14450.44,32935.39
104312,-6,14221.15,32935.39
104312,-5,14859.18,32935.39
104312,-4,14137.81,32935.39
104312,-3,12590.39,32935.39
104312,-2,13853.77,32935.39
104312,-1,13699.02,32935.39
103360,-12,15734.51,39282.52
103360,-11,16346.85,39282.52
103360,-10,16438.71,39282.52
103360,-9,15999.8,39282.52
103360,-8,14731.95,39282.52
103360,-7,15298.21,39282.52
103360,-6,17658.86,39282.52
103360,-5,16926.02,39282.52
103360,-4,14765.0,39282.52
103360,-3,17788.87,39282.52
103360,-2,16203.94,39282.52
103360,-1,18095.01,39282.52
100760,-12,18504.19,42422.77
100760,-11,17819.81,42422.77
100760,-10,15569.55,42422.77
100760,-9,18043.25,42422.77
100760,-8,15662.06,42422.77
100760,-7,16301.6,42422.77
100760,-6,18912.7,42422.77
100760,-5,16133.1,42422.77
100760,-4,16019.98,42422.77
100760,-3,17442.34,42422.77
100760,-2,16236.52,42422.77
100760,-1,16233.49,42422.77
100513,-12,16736.33,40142.5
100513,-11,15946.33,40142.5
100513,-10,16783.44,40142.5
100513,-9,16181.54,40142.5
100513,-8,17368.29,40142.5
100513,-7,14954.72,40142.5
100513,-6,17050.63,40142.5
100513,-5,16893.25,40142.5
100513,-4,17434.48,40142.5
100513,-3,17948.69,40142.5
100513,-2,15981.13,40142.5
100513,-1,17542.67,40142.5
104244,-12,17139.57,40702.59
104244,-11,15265.64,40702.59
104244,-10,17763.68,40702.59
104244,-9,16571.56,40702.59
104244,-8,16418.13,40702.59
104244,-7,17296.25,40702.59
104244,-6,15637.8,40702.59
104244,-5,16765.17,40702.59
104244,-4,17999.09,40702.59
104244,-3,17042.83,40702.59
104244,-2,16390.12,40702.59
104244,-1,17348.2,40702.59
101063,-12,13418.75,31676.48
101063,-11,12417.29,31676.48
101063,-10,14027.33,31676.48
101063,-9,13413.76,31676.48
101063,-8,13245.7,31676.48
101063,-7,13680.77,31676.48
101063,-6,13150.89,31676.48
101063,-5,12249.5,31676.48
101063,-4,13177.97,31676.48
101063,-3,13002.4,31676.48
101063,-2,12018.42,31676.48
101063,-1,12057.72,31676.48
102579,-12,14348.79,39547.33
102579,-11,16198.15,39547.33
102579,-10,15377.8,39547.33
102579,-9,16477.81,39547.33
102579,-8,14769.15,39547.33
102579,-7,16831.3,39547.33
102579,-6,16038.13,39547.33
102579,-5,16500.08,39547.33
102579,-4,16023.03,39547.33
102579,-3,14995.14,39547.33
102579,-2,17682.34,39547.33
102579,-1,16300.51,39547.33
100595,-12,8964.39,21030.8
100595,-11,9230.37,21030.8
100595,-10,8603.29,21030.8
100595,-9,8554.88,21030.8
100595,-8,7739.94,21030.8
100595,-7,9376.57,21030.8
100595,-6,9483.46,21030.8
100595,-5,9519.36,21030.8
100595,-4,8693.54,21030.8
100595,-3,8337.22,21030.8
100595,-2,9231.29,21030.8
100595,-1,9322.82,21030.8
102440,-12,16386.31,43859.4
102440,-11,19169.74,43859.4
102440,-10,16634.47,43859.4
102440,-9,17380.38,43859.4
102440,-8,16822.63,43859.4
102440,-7,19029.39,43859.4
102440,-6,16707.69,43859.4
102440,-5,17629.51,43859.4
102440,-4,16717.88,43859.4
102440,-3,17683.13,43859.4
102440,-2,16824.74,43859.4
102440,-1,17857.74,43859.4
101718,-12,20858.43,48213.7
101718,-11,18114.35,48213.7
101718,-10,20815.31,48213.7
101718,-9,21426.28,48213.7
101718,-8,18196.35,48213.7
101718,-7,19699.02,48213.7
101718,-6,19046.11,48213.7
101718,-5,19261.66,48213.7
101718,-4,21421.27,48213.7
101718,-3,20870.53,48213.7
101718,-2,19904.73,48213.7
101718,-1,20792.37,48213.7
104698,-12,18506.03,42956.38
104698,-11,17771.08,42956.38
104698,-10,17246.05,42956.38
104698,-9,18419.29,42956.38
104698,-8,17068.27,42956.38
104698,-7,18867.36,42956.38
104698,-6,17706.97,42956.38
104698,-5,18533.04,42956.38
104698,-4,19612.74,42956.38
104698,-3,16743.2,42956.38
104698,-2,17431.54,42956.38
104698,-1,19631.6,42956.38
100639,-12,13441.57,33348.36
100639,-11,13801.38,33348.36
100639,-10,14402.43,33348.36
100639,-9,13221.69,33348.36
100639,-8,13390.0,33348.36
100639,-7,14163.45,33348.36
100639,-6,13333.66,33348.36
100639,-5,14795.88,33348.36
100639,-4,14881.28,33348.36
100639,-3,14834.02,33348.36
100639,-2,13463.06,33348.36
100639,-1,14514.68,33348.36
102819,-12,11548.44,28566.74
102819,-11,11140.14,28566.74
102819,-10,12244.76,28566.74
102819,-9,10552.93,28566.74
102819,-8,11923.18,28566.74
102819,-7,12295.43,28566.74
102819,-6,10710.74,28566.74
102819,-5,11661.82,28566.74
102819,-4,12626.67,28566.74
102819,-3,11446.61,28566.74
102819,-2,10971.43,28566.74
102819,-1,12468.91,28566.74
104044,-12,12618.49,34351.3
104044,-11,12808.53,34351.3
104044,-10,14025.05,34351.3
104044,-9,14730.06,34351.3
104044,-8,15264.95,34351.3
104044,-7,14204.83,34351.3
104044,-6,14686.66,34351.3
104044,-5,15505.36,34351.3
104044,-4,13815.65,34351.3
104044,-3,13964.36,34351.3
104044,-2,13025.68,34351.3
104044,-1,13668.53,34351.3
101952,-12,15342.04,39397.63
101952,-11,16563.5,39397.63
101952,-10,15427.04,39397.63
101952,-9,16661.42,39397.63
101952,-8,17149.59,39397.63
101952,-7,15623.71,39397.63
101952,-6,15719.08,39397.63
101952,-5,17388.24,39397.63
101952,-4,17833.87,39397.63
101952,-3,16230.72,39397.63
101952,-2,16802.67,39397.63
101952,-1,15486.82,39397.63
100329,-12,12283.15,29246.81
100329,-11,11889.52,29246.81
100329,-10,11400.88,29246.81
100329,-9,12766.86,29246.81
100329,-8,10957.56,29246.81
100329,-7,12421.73,29246.81
100329,-6,13133.6,29246.81
100329,-5,12912.28,29246.81
100329,-4,11344.7,29246.81
100329,-3,11387.66,29246.81
100329,-2,12662.22,29246.81
100329,-1,11673.36,29246.81
100548,-12,5757.82,13592.52
100548,-11,5100.99,13592.52
100548,-10,5778.56,13592.52
100548,-9,5250.09,13592.52
100548,-8,6028.32,13592.52
100548,-7,5169.12,13592.52
100548,-6,5935.91,13592.52
100548,-5,5698.22,13592.52
100548,-4,5823.3,13592.52
100548,-3,5220.82,13592.52
100548,-2,5625.52,13592.52
100548,-1,5231.24,13592.52
104451,-12,7506.99,19528.01
104451,-11,8401.03,19528.01
104451,-10,7187.69,19528.01
104451,-9,8462.52,19528.01
104451,-8,8036.16,19528.01
104451,-7,7668.55,19528.01
104451,-6,8390.02,19528.01
104451,-5,7649.43,19528.01
104451,-4,7502.21,19528.01
104451,-3,8384.7,19528.01
104451,-2,8065.56,19528.01
104451,-1,8448.68,19528.01
103025,-12,15315.19,38369.44
103025,-11,14308.55,38369.44
103025,-10,14797.61,38369.44
103025,-9,16166.67,38369.44
103025,-8,15618.11,38369.44
103025,-7,15789.63,38369.44
103025,-6,14497.74,38369.44
103025,-5,16006.71,38369.44
103025,-4,16676.8,38369.44
103025,-3,17550.07,38369.44
103025,-2,15003.48,38369.44
103025,-1,16189.94,38369.44
103294,-12,10938.33,28717.89
103294,-11,11821.67,28717.89
103294,-10,10945.34,28717.89
103294,-9,10676.02,28717.89
103294,-8,12343.24,28717.89
103294,-7,11164.17,28717.89
103294,-6,11858.9,28717.89
103294,-5,12640.17,28717.89
103294,-4,12477.96,28717.89
103294,-3,12992.43,28717.89
103294,-2,12110.06,28717.89
103294,-1,11695.64,28717.89
103447,-12,14575.9,35131.15
103447,-11,14819.66,35131.15
103447,-10,13027.65,35131.15
103447,-9,12971.67,35131.15
103447,-8,15118.78,35131.15
103447,-7,13788.04,35131.15
103447,-6,15301.85,35131.15
103447,-5,13714.05,35131.15
103447,-4,15763.92,35131.15
103447,-3,13720.6,35131.15
103447,-2,14446.72,35131.15
103447,-1,15112.51,35131.15
104479,-12,11099.25,29853.43
104479,-11,12119.07,29853.43
104479,-10,12656.77,29853.43
104479,-9,11307.18,29853.43
104479,-8,11627.88,29853.43
104479,-7,12268.39,29853.43
104479,-6,11163.53,29853.43
104479,-5,11290.63,29853.43
104479,-4,11664.02,29853.43
104479,-3,12431.69,29853.43
104479,-2,11599.23,29853.43
104479,-1,12717.47,29853.43
100909,-12,12673.34,34248.05
100909,-11,14533.01,34248.05
100909,-10,12687.71,34248.05
100909,-9,14240.3,34248.05
100909,-8,12784.72,34248.05
100909,-7,12748.97,34248.05
100909,-6,13678.14,34248.05
100909,-5,14825.23,34248.05
100909,-4,14452.74,34248.05
100909,-3,15759.27,34248.05
100909,-2,13786.3,34248.05
100909,-1,14706.35,34248.05
100804,-12,14213.11,35702.4
100804,-11,14475.14,35702.4
100804,-10,13657.6,35702.4
100804,-9,14978.81,35702.4
100804,-8,15950.41,35702.4
100804,-7,14162.65,35702.4
100804,-6,13693.29,35702.4
100804,-5,13461.15,35702.4
100804,-4,14530.84,35702.4
100804,-3,14345.31,35702.4
100804,-2,14703.56,35702.4
100804,-1,16288.93,35702.4
100658,-12,9295.18,21488.8
100658,-11,9082.51,21488.8
100658,-10,8133.45,21488.8
100658,-9,7984.54,21488.8
100658,-8,8333.87,21488.8
100658,-7,8699.58,21488.8
100658,-6,8155.57,21488.8
100658,-5,8860.34,21488.8
100658,-4,9507.94,21488.8
100658,-3,8294.14,21488.8
100658,-2,8135.6,21488.8
100658,-1,8636.46,21488.8
103628,-12,12696.72,34215.41
103628,-11,13046.56,34215.41
103628,-10,14101.61,34215.41
103628,-9,12747.88,34215.41
103628,-8,13898.28,34215.41
103628,-7,13716.96,34215.41
103628,-6,14524.31,34215.41
103628,-5,12781.16,34215.41
103628,-4,13057.18,34215.41
103628,-3,14202.75,34215.41
103628,-2,15515.71,34215.41
103628,-1,13628.13,34215.41
102902,-12,11895.8,32514.6
102902,-11,13664.04,32514.6
102902,-10,13184.18,32514.6
102902,-9,12815.24,32514.6
102902,-8,12844.1,32514.6
102902,-7,12440.19,32514.6
102902,-6,12523.72,32514.6
102902,-5,14478.18,32514.6
102902,-4,14403.27,32514.6
102902,-3,12495.91,32514.6
102902,-2,13242.64,32514.6
102902,-1,14276.96,32514.6
103120,-12,16113.03,37841.51
103120,-11,14742.04,37841.51
103120,-10,16459.95,37841.51
103120,-9,14571.81,37841.51
103120,-8,15060.78,37841.51
103120,-7,14417.77,37841.51
103120,-6,16566.13,37841.51
103120,-5,14548.0,37841.51
103120,-4,14748.93,37841.51
103120,-3,15931.5,37841.51
103120,-2,15270.24,37841.51
103120,-1,15191.93,37841.51
103936,-12,12926.07,31084.77
103936,-11,12717.68,31084.77
103936,-10,12763.79,31084.77
103936,-9,12939.23,31084.77
103936,-8,13095.54,31084.77
103936,-7,12562.54,31084.77
103936,-6,12635.74,31084.77
103936,-5,12899.68,31084.77
103936,-4,13113.19,31084.77
103936,-3,11980.5,31084.77
103936,-2,12392.59,31084.77
103936,-1,12254.79,31084.77
103356,-12,8771.77,20527.91
103356,-11,9065.9,20527.91
103356,-10,8276.26,20527.91
103356,-9,7621.17,20527.91
103356,-8,7870.37,20527.91
103356,-7,8461.23,20527.91
103356,-6,8279.63,20527.91
103356,-5,8346.85,20527.91
103356,-4,8954.99,20527.91
103356,-3,8675.7,20527.91
103356,-2,7861.81,20527.91
103356,-1,7955.05,20527.91
101411,-12,6894.15,18506.79
101411,-11,7001.6,18506.79
101411,-10,7421.47,18506.79
101411,-9,7837.26,18506.79
101411,-8,7664.97,18506.79
101411,-7,7114.35,18506.79
101411,-6,8071.94,18506.79
101411,-5,7197.31,18506.79
101411,-4,7194.1,18506.79
101411,-3,7960.24,18506.79
101411,-2,8356.14,18506.79
101411,-1,8006.61,18506.79
100695,-12,15932.59,43181.75
100695,-11,16867.43,43181.75
100695,-10,17895.48,43181.75
100695,-9,16064.58,43181.75
100695,-8,18860.75,43181.75
100695,-7,17458.98,43181.75
100695,-6,19239.21,43181.75
100695,-5,18474.2,43181.75
100695,-4,19215.68,43181.75
100695,-3,19578.23,43181.75
100695,-2,17602.18,43181.75
100695,-1,16629.84,43181.75
103982,-12,9790.59,26800.68
103982,-11,11355.83,26800.68
103982,-10,11200.76,26800.68
103982,-9,10404.21,26800.68
103982,-8,10159.11,26800.68
103982,-7,11895.47,26800.68
103982,-6,10175.62,26800.68
103982,-5,11152.92,26800.68
103982,-4,10837.17,26800.68
103982,-3,11198.97,26800.68
103982,-2,11964.13,26800.68
103982,-1,11382.4,26800.68
102678,-12,11451.18,28476.31
102678,-11,12200.85,28476.31
102678,-10,10907.8,28476.31
102678,-9,10495.02,28476.31
102678,-8,11199.89,28476.31
102678,-7,11277.2,28476.31
102678,-6,11763.16,28476.31
102678,-5,11062.16,28476.31
102678,-4,10717.53,28476.31
102678,-3,12411.33,28476.31
102678,-2,12872.41,28476.31
102678,-1,12731.11,28476.31
100266,-12,7735.4,19513.16
100266,-11,8278.64,19513.16
100266,-10,7378.13,19513.16
100266,-9,7203.85,19513.16
100266,-8,7218.94,19513.16
100266,-7,7441.76,19513.16
100266,-6,8599.44,19513.16
100266,-5,8872.4,19513.16
100266,-4,7323.12,19513.16
100266,-3,7813.37,19513.16
100266,-2,8118.16,19513.16
100266,-1,8627.04,19513.16
100565,-12,10257.54,23588.32
100565,-11,9408.36,23588.32
100565,-10,10182.17,23588.32
100565,-9,9598.98,23588.32
100565,-8,10303.99,23588.32
100565,-7,10612.8,23588.32
100565,-6,10659.5,23588.32
100565,-5,8992.23,23588.32
100565,-4,10637.83,23588.32
100565,-3,9550.65,23588.32
100565,-2,9859.87,23588.32
100565,-1,9577.49,23588.32
100327,-12,20805.97,47427.98
100327,-11,18897.82,47427.98
100327,-10,21035.51,47427.98
100327,-9,20096.37,47427.98
100327,-8,19095.83,47427.98
100327,-7,19599.11,47427.98
100327,-6,21323.91,47427.98
100327,-5,20688.19,47427.98
100327,-4,20057.17,47427.98
100327,-3,19768.4,47427.98
100327,-2,19489.9,47427.98
100327,-1,18759.68,47427.98
103592,-12,13185.11,32456.31
103592,-11,13657.85,32456.31
103592,-10,12819.34,32456.31
103592,-9,14478.56,32456.31
103592,-8,13578.34,32456.31
103592,-7,13339.61,32456.31
103592,-6,14071.83,32456.31
103592,-5,13697.48,32456.31
103592,-4,12753.98,32456.31
103592,-3,14332.22,32456.31
103592,-2,12647.06,32456.31
103592,-1,12593.76,32456.31
101627,-12,13655.69,34798.63
101627,-11,15145.62,34798.63
101627,-10,15260.22,34798.63
101627,-9,13843.88,34798.63
101627,-8,14622.8,34798.63
101627,-7,13722.21,34798.63
101627,-6,13484.01,34798.63
101627,-5,13873.78,34798.63
101627,-4,14975.85,34798.63
101627,-3,13443.26,34798.63
101627,-2,14916.58,34798.63
101627,-1,15873.3,34798.63
101956,-12,15280.09,36585.58
101956,-11,13793.45,36585.58
101956,-10,13312.86,36585.58
101956,-9,15944.59,36585.58
101956,-8,13583.1,36585.58
101956,-7,15744.15,36585.58
101956,-6,16454.78,36585.58
101956,-5,13781.11,36585.58
101956,-4,16164.68,36585.58
101956,-3,15938.32,36585.58
101956,-2,15847.77,36585.58
101956,-1,16635.24,36585.58
100298,-12,8111.36,19416.9
100298,-11,8329.25,19416.9
100298,-10,7668.24,19416.9
100298,-9,8002.87,19416.9
100298,-8,8366.45,19416.9
100298,-7,8677.51,19416.9
100298,-6,8595.67,19416.9
100298,-5,7923.92,19416.9
100298,-4,7614.22,19416.9
100298,-3,8081.29,19416.9
100298,-2,8063.46,19416.9
100298,-1,7641.79,19416.9
102709,-12,12174.84,32193.68
102709,-11,12306.41,32193.68
102709,-10,12198.16,32193.68
102709,-9,12651.04,32193.68
102709,-8,12410.78,32193.68
102709,-7,12617.34,32193.68
102709,-6,12185.7,32193.68
102709,-5,12635.05,32193.68
102709,-4,13390.16,32193.68
102709,-3,13964.27,32193.68
102709,-2,14775.32,32193.68
102709,-1,14515.65,32193.68
102657,-12,11053.77,28972.41
102657,-11,11917.59,28972.41
102657,-10,11313.86,28972.41
102657,-9,11153.15,28972.41
102657,-8,12523.67,28972.41
102657,-7,12878.34,28972.41
102657,-6,12667.74,28972.41
102657,-5,12467.09,28972.41
102657,-4,12472.37,28972.41
102657,-3,12528.55,28972.41
102657,-2,12309.69,28972.41
102657,-1,11584.44,28972.41
102028,-12,18008.35,42874.93
102028,-11,18311.39,42874.93
102028,-10,18153.95,42874.93
102028,-9,17932.34,42874.93
102028,-8,19172.91,42874.93
102028,-7,19061.97,42874.93
102028,-6,18307.25,42874.93
102028,-5,17536.92,42874.93
102028,-4,16611.77,42874.93
102028,-3,17631.13,42874.93
102028,-2,19645.74,42874.93
102028,-1,19890.25,42874.93
100965,-12,13080.78,30378.55
100965,-11,12381.61,30378.55
100965,-10,11396.55,30378.55
100965,-9,11958.23,30378.55
100965,-8,12077.76,30378.55
100965,-7,11876.43,30378.55
100965,-6,12970.97,30378.55
100965,-5,12375.06,30378.55
100965,-4,11591.31,30378.55
100965,-3,11558.1,30378.55
100965,-2,12970.04,30378.55
100965,-1,12944.72,30378.55
103832,-12,8595.12,22209.74
103832,-11,8437.91,22209.74
103832,-10,9622.53,22209.74
103832,-9,8870.55,22209.74
103832,-8,8805.15,22209.74
103832,-7,9163.68,22209.74
103832,-6,9999.3,22209.74
103832,-5,8868.61,22209.74
103832,-4,9062.68,22209.74
103832,-3,8387.28,22209.74
103832,-2,9699.58,22209.74
103832,-1,8506.56,22209.74
101547,-12,13421.42,33656.46
101547,-11,13326.18,33656.46
101547,-10,14244.75,33656.46
101547,-9,14325.22,33656.46
101547,-8,12910.64,33656.46
101547,-7,12526.83,33656.46
101547,-6,13635.22,33656.46
101547,-5,13783.25,33656.46
101547,-4,14393.12,33656.46
101547,-3,15015.94,33656.46
101547,-2,15487.01,33656.46
101547,-1,13216.0,33656.46
101969,-12,8518.88,23187.12
101969,-11,8517.55,23187.12
101969,-10,9177.5,23187.12
101969,-9,9489.34,23187.12
101969,-8,9654.46,23187.12
101969,-7,10217.98,23187.12
101969,-6,8685.83,23187.12
101969,-5,10286.65,23187.12
101969,-4,8775.83,23187.12
101969,-3,9375.12,23187.12
101969,-2,9325.55,23187.12
101969,-1,9175.78,23187.12
100259,-12,19405.4,46740.44
100259,-11,17544.09,46740.44
100259,-10,19375.41,46740.44
100259,-9,17916.12,46740.44
100259,-8,20281.52,46740.44
100259,-7,20162.47,46740.44
100259,-6,19609.83,46740.44
100259,-5,19096.23,46740.44
100259,-4,19082.69,46740.44
100259,-3,19604.6,46740.44
100259,-2,18645.16,46740.44
100259,-1,18703.92,46740.44
104878,-12,10107.7,26795.51
104878,-11,10819.18,26795.51
104878,-10,10408.52,26795.51
104878,-9,10100.21,26795.51
104878,-8,11951.63,26795.51
104878,-7,11257.33,26795.51
104878,-6,10483.64,26795.51
104878,-5,11713.91,26795.51
104878,-4,10982.69,26795.51
104878,-3,12312.16,26795.51
104878,-2,10305.79,26795.51
104878,-1,12100.21,26795.51
100666,-12,14482.1,39073.53
100666,-11,14567.94,39073.53
100666,-10,15171.29,39073.53
100666,-9,15431.42,39073.53
100666,-8,15340.31,39073.53
100666,-7,14843.56,39073.53
100666,-6,16095.53,39073.53
100666,-5,17732.13,39073.53
100666,-4,17223.92,39073.53
100666,-3,15740.54,39073.53
100666,-2,16391.86,39073.53
100666,-1,15403.41,39073.53
102057,-12,9372.08,22803.37
102057,-11,10017.3,22803.37
102057,-10,9989.03,22803.37
102057,-9,8670.95,22803.37
102057,-8,9873.16,22803.37
102057,-7,8829.97,22803.37
102057,-6,10090.06,22803.37
102057,-5,9652.97,22803.37
102057,-4,8975.84,22803.37
102057,-3,8669.29,22803.37
102057,-2,9061.66,22803.37
102057,-1,10427.39,22803.37
104569,-12,18977.1,48039.16
104569,-11,21166.92,48039.16
104569,-10,18350.64,48039.16
104569,-9,19764.11,48039.16
104569,-8,18591.0,48039.16
104569,-7,21153.48,48039.16
104569,-6,18200.0,48039.16
104569,-5,19077.09,48039.16
104569,-4,19079.49,48039.16
104569,-3,19843.61,48039.16
104569,-2,19625.45,48039.16
104569,-1,18743.61,48039.16
104478,-12,15992.56,37563.28
104478,-11,15495.96,37563.28
104478,-10,15783.0,37563.28
104478,-9,13865.62,37563.28
104478,-8,15259.41,37563.28
104478,-7,16632.33,37563.28
104478,-6,16994.88,37563.28
104478,-5,15719.5,37563.28
104478,-4,14856.23,37563.28
104478,-3,15600.8,37563.28
104478,-2,15050.69,37563.28
104478,-1,16859.63,37563.28
104642,-12,14895.1,36834.57
104642,-11,15871.91,36834.57
104642,-10,15091.95,36834.57
104642,-9,13948.96,36834.57
104642,-8,14031.04,36834.57
104642,-7,15845.24,36834.57
104642,-6,13874.61,36834.57
104642,-5,13802.89,36834.57
104642,-4,16342.75,36834.57
104642,-3,16527.14,36834.57
104642,-2,15822.23,36834.57
104642,-1,16269.36,36834.57
104384,-12,18224.09,41629.81
104384,-11,17324.05,41629.81
104384,-10,15380.81,41629.81
104384,-9,17797.92,41629.81
104384,-8,15768.13,41629.81
104384,-7,16811.02,41629.81
104384,-6,16442.27,41629.81
104384,-5,18612.13,41629.81
104384,-4,18543.24,41629.81
104384,-3,17258.0,41629.81
104384,-2,17188.75,41629.81
104384,-1,16348.72,41629.81
103021,-12,6269.61,17240.76
103021,-11,7513.29,17240.76
103021,-10,7637.63,17240.76
103021,-9,7377.56,17240.76
103021,-8,6987.15,17240.76
103021,-7,7656.44,17240.76
103021,-6,7317.7,17240.76
103021,-5,7439.55,17240.76
103021,-4,7854.41,17240.76
103021,-3,6550.93,17240.76
103021,-2,7724.1,17240.76
103021,-1,7653.13,17240.76
104236,-12,18134.87,49697.53
104236,-11,21796.46,49697.53
104236,-10,20791.39,49697.53
104236,-9,21273.71,49697.53
104236,-8,19596.35,49697.53
104236,-7,21554.83,49697.53
104236,-6,21143.96,49697.53
104236,-5,21964.28,49697.53
104236,-4,21715.82,49697.53
104236,-3,19255.57,49697.53
104236,-2,19468.19,49697.53
104236,-1,22384.07,49697.53
101499,-12,10769.26,27179.14
101499,-11,12012.48,27179.14
101499,-10,11883.54,27179.14
101499,-9,10671.94,27179.14
101499,-8,10880.43,27179.14
101499,-7,10129.91,27179.14
101499,-6,10400.26,27179.14
101499,-5,12087.34,27179.14
101499,-4,11657.0,27179.14
101499,-3,11650.74,27179.14
101499,-2,11877.33,27179.14
101499,-1,11615.63,27179.14
103340,-12,18551.24,48315.91
103340,-11,20442.99,48315.91
103340,-10,20562.13,48315.91
103340,-9,20013.42,48315.91
103340,-8,19660.01,48315.91
103340,-7,20154.53,48315.91
103340,-6,19983.92,48315.91
103340,-5,18989.97,48315.91
103340,-4,19542.33,48315.91
103340,-3,19791.59,48315.91
103340,-2,20799.81,48315.91
103340,-1,21328.86,48315.91
101032,-12,20544.06,48203.17
101032,-11,18217.79,48203.17
101032,-10,19810.83,48203.17
101032,-9,19622.26,48203.17
101032,-8,19792.8,48203.17
101032,-7,21173.1,48203.17
101032,-6,18118.66,48203.17
101032,-5,19577.36,48203.17
101032,-4,20152.74,48203.17
101032,-3,20007.0,48203.17
101032,-2,19907.16,48203.17
101032,-1,20556.17,48203.17
102050,-12,10602.01,25788.53
102050,-11,10256.4,25788.53
102050,-10,9684.12,25788.53
102050,-9,10922.88,25788.53
102050,-8,10528.97,25788.53
102050,-7,10822.32,25788.53
102050,-6,10127.34,25788.53
102050,-5,10653.7,25788.53
102050,-4,11207.49,25788.53
102050,-3,9966.99,25788.53
102050,-2,11064.49,25788.53
102050,-1,10939.85,25788.53
103468,-12,13558.46,34170.71
103468,-11,12769.07,34170.71
103468,-10,15147.51,34170.71
103468,-9,15232.83,34170.71
103468,-8,12687.42,34170.71
103468,-7,13844.18,34170.71
103468,-6,14033.32,34170.71
103468,-5,14800.94,34170.71
103468,-4,15103.81,34170.71
103468,-3,14969.82,34170.71
103468,-2,13931.07,34170.71
103468,-1,13620.74,34170.71
103058,-12,7662.32,18977.84
103058,-11,7067.68,18977.84
103058,-10,7463.87,18977.84
103058,-9,7127.83,18977.84
103058,-8,7320.77,18977.84
