ID_CLIENTE,DIAS_DESDE_CREDITO,MONTO_DEUDA_ACTUAL_MXN,CREDITO_ACTIVO
100043.0,-44,13351.47,Activo
100043.0,-468,8863.85,Cerrado
100043.0,-472,5644.35,Cerrado
100043.0,-368,9575.34,Cerrado
100043.0,-544,6853.59,Cerrado
100043.0,-187,8642.27,Cerrado
100044.0,-588,3813.28,Activo
100044.0,-524,7743.14,Activo
100044.0,-415,2796.85,Activo
100044.0,-162,11558.49,Activo
100044.0,-275,7127.04,Cerrado
100045.0,-955,12155.2,Activo
100045.0,-487,1968.61,Cerrado
100045.0,-469,10640.58,Cerrado
100045.0,-102,9040.99,Activo
100045.0,-529,10712.63,Cerrado
100045.0,-917,8320.95,Activo
100046.0,-273,42613.7,Cerrado
100046.0,-2788,154076.63,Cerrado
100046.0,-2021,53171.28,Cerrado
100047.0,-1786,289121.2,Activo
100047.0,-1455,41290.45,Activo
100048.0,-1957,76295.82,Activo
100048.0,-206,297903.03,Cerrado
100049.0,-292,7815.74,Cerrado
100049.0,-732,13963.54,Activo
100049.0,-505,7389.31,Activo
100049.0,-606,11166.42,Activo
100049.0,-576,8298.69,Activo
100050.0,-440,1996.7,Activo
100050.0,-116,6260.29,Activo
100050.0,-322,1565.83,Cerrado
100050.0,-997,8600.71,Cerrado
100050.0,-285,3294.95,Cerrado
100050.0,-313,6486.17,Cerrado
100050.0,-215,6079.63,Activo
100050.0,-547,14705.08,Cerrado
100051.0,-2920,60865.99,Cerrado
100051.0,-1788,160552.85,Activo
100052.0,-467,5874.61,Activo
100052.0,-944,5836.02,Cerrado
100052.0,-477,6171.85,Cerrado
100052.0,-257,8414.79,Cerrado
100052.0,-335,7879.48,Cerrado
100053.0,-135,5935.79,Cerrado
100053.0,-600,2585.68,Activo
100053.0,-670,8691.33,Activo
100053.0,-858,8014.19,Activo
100053.0,-476,10977.71,Activo
100053.0,-127,4309.84,Activo
100053.0,-884,3105.41,Activo
100054.0,-129,5444.71,Activo
100054.0,-98,8123.3,Cerrado
100054.0,-272,11301.54,Activo
100054.0,-521,2605.37,Activo
100054.0,-751,8200.57,Activo
100054.0,-857,5240.28,Cerrado
100054.0,-527,12295.0,Cerrado
100054.0,-737,13852.32,Cerrado
100055.0,-1172,108880.03,Activo
100055.0,-2904,90578.56,Activo
100056.0,-1826,56899.5,Activo
100056.0,-2235,76816.74,Cerrado
100056.0,-1831,41718.26,Cerrado
100057.0,-390,3747.9,Cerrado
100057.0,-917,11854.68,Activo
100057.0,-576,11512.54,Activo
100057.0,-299,11523.0,Cerrado
100057.0,-147,8930.46,Activo
100057.0,-516,11599.94,Cerrado
100057.0,-910,9670.64,Activo
100058.0,-641,8409.51,Activo
100058.0,-284,9964.48,Cerrado
100058.0,-52,11720.2,Cerrado
100058.0,-328,1467.11,Cerrado
100058.0,-319,11395.8,Activo
100059.0,-940,255359.88,Activo
100059.0,-2051,274891.56,Activo
100060.0,-1623,114067.14,Cerrado
100060.0,-2262,127901.33,Cerrado
100061.0,-2508,234664.04,Activo
100061.0,-1509,202334.69,Activo
100061.0,-1919,248094.13,Activo
100062.0,-659,29569.15,Cerrado
100062.0,-541,273940.61,Activo
100063.0,-818,5026.37,Activo
100063.0,-941,8985.5,Cerrado
100063.0,-647,7288.71,Activo
100063.0,-466,14374.33,Activo
100063.0,-896,3251.85,Cerrado
100063.0,-588,13288.43,Activo
100064.0,-1842,186748.45,Activo
100065.0,-2256,55281.03,Cerrado
100065.0,-2649,191151.77,Cerrado
100066.0,-567,7893.76,Activo
100066.0,-760,12548.22,Activo
100066.0,-176,4614.07,Cerrado
100066.0,-125,12077.74,Activo
100067.0,-2304,285098.66,Cerrado
100067.0,-156,253919.43,Cerrado
100067.0,-234,93109.07,Activo
100068.0,-847,2962.69,Cerrado
100068.0,-787,10932.4,Activo
100068.0,-209,1001.18,Activo
100068.0,-515,5582.58,Activo
100068.0,-29,10056.71,Activo
100068.0,-917,7019.81,Activo
100068.0,-156,1028.96,Cerrado
100068.0,-81,5820.97,Cerrado
100069.0,-112,11718.12,Cerrado
100069.0,-425,12460.96,Activo
100069.0,-133,8940.95,Cerrado
100069.0,-92,10692.38,Cerrado
100069.0,-993,9124.59,Cerrado
100069.0,-395,12579.65,Cerrado
100070.0,-637,5768.24,Cerrado
100070.0,-991,7283.29,Activo
100070.0,-232,12661.29,Cerrado
100070.0,-892,2313.08,Activo
100070.0,-506,2861.61,Cerrado
100070.0,-385,5642.45,Cerrado
100070.0,-900,11411.14,Cerrado
100071.0,-119,13079.8,Activo
100071.0,-428,5427.81,Cerrado
100071.0,-89,11219.85,Activo
100071.0,-666,2208.25,Cerrado
100071.0,-101,6907.54,Activo
100071.0,-589,10134.81,Cerrado
100071.0,-867,13045.12,Cerrado
100072.0,-182,1912.87,Cerrado
100072.0,-497,11655.28,Activo
100072.0,-843,6704.85,Activo
100072.0,-497,5226.0,Activo
100072.0,-479,7393.0,Activo
100072.0,-633,11071.32,Cerrado
100073.0,-703,4279.62,Cerrado
100073.0,-705,6386.79,Cerrado
100073.0,-219,3484.39,Activo
100073.0,-289,1343.19,Cerrado
100073.0,-617,2032.49,Cerrado
100073.0,-155,2228.52,Activo
100073.0,-696,13743.67,Activo
100074.0,-724,1925.82,Cerrado
100074.0,-931,10695.12,Cerrado
100074.0,-560,8039.57,Activo
100074.0,-87,6925.86,Activo
100074.0,-753,7816.48,Activo
100074.0,-424,14382.76,Activo
100074.0,-363,1681.27,Activo
100075.0,-686,237643.6,Activo
100075.0,-2967,270586.12,Activo
100075.0,-2487,63693.11,Activo
100076.0,-417,5347.26,Activo
100076.0,-428,10083.08,Cerrado
100076.0,-363,10847.01,Cerrado
100076.0,-251,14829.42,Activo
100076.0,-956,6262.19,Cerrado
100076.0,-519,5564.77,Activo
100076.0,-501,11951.8,Activo
100077.0,-76,11886.88,Activo
100077.0,-596,8390.76,Activo
100077.0,-655,8797.37,Activo
100077.0,-922,11138.81,Cerrado
100077.0,-607,6717.78,Activo
100078.0,-202,257789.83,Cerrado
100079.0,-1280,39193.49,Activo
100080.0,-930,8111.59,Cerrado
100080.0,-457,11014.99,Activo
100080.0,-959,7933.08,Activo
100080.0,-381,10867.05,Cerrado
100080.0,-913,6980.25,Cerrado
100080.0,-577,13830.09,Cerrado
100081.0,-954,198107.95,Activo
100081.0,-2047,191758.84,Activo
100081.0,-679,152536.38,Activo
100082.0,-1782,77085.25,Cerrado
100082.0,-1782,164104.58,Cerrado
100083.0,-508,89970.24,Activo
100083.0,-1499,148600.77,Activo
100083.0,-1849,159933.84,Activo
100084.0,-286,13484.43,Cerrado
100084.0,-111,6371.35,Activo
100084.0,-260,4523.16,Activo
100084.0,-803,5863.21,Cerrado
100084.0,-751,2037.52,Activo
100084.0,-375,11171.57,Activo
100084.0,-434,7180.93,Activo
100084.0,-744,12505.37,Cerrado
100085.0,-681,13240.36,Activo
100085.0,-499,3861.29,Activo
100085.0,-572,11288.32,Activo
100085.0,-755,5438.74,Activo
100085.0,-658,9249.52,Activo
100085.0,-990,13975.41,Activo
100086.0,-632,1004.81,Activo
100086.0,-275,3961.62,Cerrado
100086.0,-321,3103.68,Activo
100086.0,-690,3066.95,Cerrado
100086.0,-109,7726.0,Cerrado
100086.0,-240,8409.58,Activo
100087.0,-887,23380.42,Activo
100087.0,-211,119257.92,Cerrado
100088.0,-336,85787.2,Activo
100089.0,-141,9917.17,Cerrado
100089.0,-992,4448.36,Activo
100089.0,-756,3539.81,Activo
100089.0,-516,4122.23,Activo
100089.0,-377,2530.33,Activo
100089.0,-280,6311.11,Cerrado
100089.0,-30,12470.43,Activo
100089.0,-155,9743.22,Cerrado
100090.0,-971,291167.66,Cerrado
100090.0,-505,148235.51,Cerrado
100090.0,-393,299425.7,Activo
100091.0,-648,73780.92,Activo
100092.0,-1675,99153.23,Activo
100093.0,-419,3652.12,Cerrado
100093.0,-349,11817.62,Cerrado
100093.0,-693,9615.12,Activo
100093.0,-298,3278.78,Activo
100093.0,-582,5791.33,Activo
100093.0,-190,5866.12,Cerrado
100094.0,-1429,283177.84,Cerrado
100095.0,-1545,138892.57,Cerrado
100096.0,-1329,194657.3,Activo
100096.0,-952,273600.86,Cerrado
100096.0,-2996,107866.3,Activo
100097.0,-2727,224276.94,Activo
100098.0,-962,249623.4,Activo
100099.0,-843,5077.11,Cerrado
100099.0,-628,11859.3,Activo
100099.0,-527,2744.58,Activo
100099.0,-970,11553.05,Activo
100099.0,-94,11693.03,Activo
100099.0,-739,3040.33,Cerrado
100099.0,-695,2678.96,Activo
100100.0,-587,104646.87,Cerrado
100100.0,-1796,296763.9,Cerrado
100100.0,-1801,201126.54,Cerrado
100101.0,-803,5109.42,Activo
100101.0,-852,1827.78,Activo
100101.0,-691,7093.88,Activo
100101.0,-875,2661.73,Activo
100101.0,-903,9550.96,Cerrado
100101.0,-520,9130.34,Cerrado
100102.0,-433,283643.93,Activo
100102.0,-1962,289388.12,Activo
100102.0,-295,176768.84,Activo
100103.0,-384,3587.21,Activo
100103.0,-417,5239.71,Cerrado
100103.0,-580,3319.62,Activo
100103.0,-202,2242.04,Cerrado
100104.0,-946,12251.14,Activo
100104.0,-128,4736.77,Activo
100104.0,-418,11244.41,Activo
100104.0,-710,12237.03,Cerrado
100104.0,-33,12625.28,Cerrado
100104.0,-896,4732.14,Cerrado
100104.0,-944,8572.15,Activo
100104.0,-551,9282.82,Cerrado
100105.0,-1628,296413.05,Cerrado
100105.0,-1087,37298.26,Activo
100105.0,-1591,145046.14,Activo
100106.0,-2667,55021.44,Activo
100106.0,-1520,192189.59,Activo
100107.0,-1503,131089.47,Activo
100107.0,-1214,191960.88,Activo
100107.0,-2552,225888.89,Cerrado
100108.0,-1471,153747.79,Cerrado
100109.0,-410,1409.41,Cerrado
100109.0,-258,6973.18,Cerrado
100109.0,-73,14991.64,Activo
100109.0,-621,4012.97,Activo
100109.0,-234,12960.78,Activo
100109.0,-702,14550.28,Activo
100109.0,-535,9920.03,Cerrado
100109.0,-383,5265.01,Cerrado
100110.0,-1340,254501.93,Activo
100110.0,-2755,272848.45,Cerrado
100110.0,-2142,58416.31,Cerrado
100111.0,-2783,40054.07,Cerrado
100112.0,-910,9127.9,Activo
100112.0,-829,11900.31,Activo
100112.0,-47,9803.11,Activo
100112.0,-463,3341.69,Activo
100112.0,-527,9336.09,Cerrado
100113.0,-1398,273411.19,Activo
100113.0,-2186,273717.17,Cerrado
100114.0,-1269,280607.66,Activo
100114.0,-2446,79670.35,Activo
100114.0,-1830,162791.27,Activo
100115.0,-884,14085.58,Activo
100115.0,-613,13666.12,Activo
100115.0,-950,13102.18,Cerrado
100115.0,-325,13011.2,Cerrado
100116.0,-926,4576.97,Activo
100116.0,-66,5788.83,Cerrado
100116.0,-766,8967.44,Activo
100116.0,-800,5399.96,Activo
100117.0,-70,5653.83,Activo
100117.0,-278,12384.76,Activo
100117.0,-776,1684.7,Cerrado
100117.0,-674,5104.46,Cerrado
100117.0,-103,6311.3,Activo
100117.0,-694,5062.73,Cerrado
100118.0,-1257,91126.47,Cerrado
100118.0,-391,263181.68,Cerrado
100119.0,-2713,299533.45,Activo
100119.0,-800,124196.75,Cerrado
100120.0,-1609,261139.34,Activo
100120.0,-2993,213841.25,Activo
100120.0,-2180,150888.32,Cerrado
100121.0,-2586,297784.75,Cerrado
100121.0,-2140,211388.36,Cerrado
100121.0,-2397,208182.31,Activo
100122.0,-667,9790.72,Activo
100122.0,-147,9562.34,Activo
100122.0,-385,10242.12,Activo
100122.0,-154,14300.99,Cerrado
100122.0,-967,2731.23,Cerrado
100123.0,-271,28630.82,Activo
100124.0,-1082,236937.77,Cerrado
100124.0,-2997,256396.46,Cerrado
100125.0,-2686,195779.33,Activo
100126.0,-121,1357.13,Activo
100126.0,-585,14998.14,Cerrado
100126.0,-221,13275.41,Cerrado
100126.0,-321,8042.66,Activo
100126.0,-722,9486.38,Activo
100126.0,-979,8371.36,Cerrado
100126.0,-310,5717.47,Activo
100127.0,-992,11332.97,Cerrado
100127.0,-116,5660.61,Activo
100127.0,-725,8364.48,Cerrado
100127.0,-71,10569.61,Cerrado
100127.0,-548,11004.94,Cerrado
100127.0,-698,11601.6,Activo
100127.0,-640,4782.23,Activo
100127.0,-707,2635.84,Cerrado
100128.0,-181,7608.38,Cerrado
100128.0,-613,5634.78,Cerrado
100128.0,-555,14455.78,Activo
100128.0,-830,14188.99,Cerrado
100128.0,-379,9482.79,Activo
100128.0,-30,9272.3,Activo
100128.0,-559,13034.16,Cerrado
100129.0,-2931,158592.64,Cerrado
100129.0,-2060,164812.35,Cerrado
100129.0,-2343,165047.67,Activo
100130.0,-948,11603.21,Activo
100130.0,-781,1254.91,Cerrado
100130.0,-332,14404.32,Cerrado
100130.0,-843,12142.62,Cerrado
100131.0,-916,12806.73,Activo
100131.0,-456,13613.24,Activo
100131.0,-250,12111.57,Cerrado
100131.0,-493,4855.69,Cerrado
100131.0,-655,4036.69,Cerrado
100131.0,-931,1496.24,Activo
100131.0,-323,7266.15,Cerrado
100131.0,-582,12351.97,Cerrado
100132.0,-2863,147913.1,Cerrado
100132.0,-2125,105975.63,Cerrado
100132.0,-311,124752.01,Activo
100133.0,-2659,167122.76,Activo
100133.0,-1971,283086.49,Cerrado
100134.0,-748,235333.13,Activo
100134.0,-2307,211778.13,Cerrado
100135.0,-245,5993.27,Activo
100135.0,-599,9367.11,Activo
100135.0,-471,12617.34,Activo
100135.0,-233,6683.58,Activo
100136.0,-880,292908.37,Activo
100136.0,-804,170367.22,Activo
100136.0,-1572,148767.06,Activo
100137.0,-740,1488.55,Cerrado
100137.0,-165,14372.31,Cerrado
100137.0,-591,9299.4,Activo
100137.0,-278,8525.02,Activo
100138.0,-346,8838.13,Activo
100138.0,-600,13316.77,Activo
100138.0,-173,3601.63,Activo
100138.0,-757,1579.53,Activo
100138.0,-663,6724.06,Activo
100138.0,-176,8800.44,Activo
100138.0,-207,14546.94,Activo
100139.0,-499,10373.11,Activo
100139.0,-364,5665.39,Activo
100139.0,-210,8330.35,Cerrado
100139.0,-75,12778.2,Cerrado
100139.0,-340,14748.65,Activo
100140.0,-2328,150926.55,Activo
100141.0,-693,13837.29,Cerrado
100141.0,-547,1072.97,Activo
100141.0,-806,5989.78,Activo
100141.0,-183,3030.31,Activo
100141.0,-259,2814.2,Cerrado
100141.0,-106,2974.02,Cerrado
100141.0,-241,9040.67,Activo
100142.0,-571,6984.94,Cerrado
100142.0,-518,5931.91,Cerrado
100142.0,-683,1273.92,Cerrado
100142.0,-256,13857.25,Cerrado
100142.0,-388,10318.74,Cerrado
100143.0,-633,1195.14,Activo
100143.0,-867,12158.11,Activo
100143.0,-922,12966.32,Cerrado
100143.0,-437,8262.2,Activo
100143.0,-206,5166.8,Activo
100143.0,-993,1586.13,Activo
100144.0,-1932,299721.58,Cerrado
100144.0,-583,83595.74,Cerrado
100144.0,-2636,89701.1,Cerrado
100145.0,-852,8555.17,Activo
100145.0,-336,6789.19,Cerrado
100145.0,-162,14680.47,Activo
100145.0,-300,14748.92,Cerrado
100145.0,-162,3656.37,Cerrado
100146.0,-869,92367.68,Activo
100147.0,-2407,98779.37,Cerrado
100147.0,-2223,34505.25,Cerrado
100147.0,-1614,198995.69,Activo
100148.0,-2568,195015.73,Activo
100149.0,-2046,58261.83,Cerrado
100150.0,-1149,56710.71,Cerrado
100150.0,-742,267674.54,Activo
100150.0,-1825,245390.46,Activo
100151.0,-568,11567.68,Activo
100151.0,-944,10241.34,Activo
100151.0,-492,7833.55,Activo
100151.0,-286,10609.11,Activo
100151.0,-487,9507.7,Cerrado
100151.0,-680,11164.48,Activo
100151.0,-308,8569.37,Cerrado
100151.0,-373,9568.66,Cerrado
100152.0,-1936,149313.38,Cerrado
100153.0,-473,10569.63,Activo
100153.0,-800,13261.49,Cerrado
100153.0,-286,12917.12,Cerrado
100153.0,-576,11170.66,Activo
100153.0,-719,9883.83,Activo
100153.0,-92,6799.55,Cerrado
100153.0,-547,1861.47,Activo
100154.0,-1594,179381.92,Cerrado
100154.0,-2903,208265.36,Activo
100155.0,-2789,230121.94,Activo
100155.0,-1107,289495.2,Cerrado
100155.0,-1469,271750.21,Activo
100156.0,-1065,159900.29,Activo
100156.0,-2241,213618.14,Cerrado
100157.0,-558,1133.6,Cerrado
100157.0,-671,3628.41,Activo
100157.0,-143,4838.02,Activo
100157.0,-254,12124.87,Cerrado
100158.0,-1642,102945.49,Cerrado
100158.0,-2372,41136.02,Activo
100159.0,-599,10579.05,Activo
100159.0,-562,13624.8,Activo
100159.0,-309,8849.15,Cerrado
100159.0,-760,6902.0,Activo
100159.0,-314,13097.84,Cerrado
100159.0,-259,6375.95,Cerrado
100160.0,-462,11864.99,Activo
100160.0,-907,10889.44,Cerrado
100160.0,-503,3469.89,Activo
100160.0,-574,6633.43,Cerrado
100160.0,-439,6635.77,Activo
100161.0,-986,11189.56,Cerrado
100161.0,-239,1827.83,Activo
100161.0,-782,9092.15,Cerrado
100161.0,-780,12323.99,Cerrado
100161.0,-691,7524.06,Activo
100162.0,-959,9077.45,Cerrado
100162.0,-765,9007.24,Activo
100162.0,-40,12352.45,Activo
100162.0,-717,12724.84,Activo
100163.0,-640,132816.99,Cerrado
100163.0,-1863,126441.02,Cerrado
100163.0,-306,97611.53,Cerrado
100164.0,-1077,144689.18,Activo
100164.0,-1401,111805.37,Activo
100165.0,-642,11975.09,Cerrado
100165.0,-34,4762.74,Cerrado
100165.0,-902,9031.04,Activo
100165.0,-582,13618.98,Activo
100166.0,-2570,159426.38,Cerrado
100166.0,-576,185058.83,Activo
100167.0,-918,3056.66,Cerrado
100167.0,-201,7234.78,Activo
100167.0,-258,6316.47,Activo
100167.0,-115,13689.93,Activo
100167.0,-859,11915.52,Activo
100167.0,-296,4552.16,Activo
100168.0,-2964,295614.67,Activo
100168.0,-2329,54002.63,Activo
100168.0,-205,267835.42,Cerrado
100169.0,-735,13688.33,Activo
100169.0,-230,11822.22,Activo
100169.0,-736,11925.37,Cerrado
100169.0,-99,5976.17,Cerrado
100169.0,-954,8129.89,Activo
100170.0,-580,6208.89,Activo
100170.0,-925,14694.81,Activo
100170.0,-511,12594.28,Cerrado
100170.0,-100,2379.26,Activo
100171.0,-1107,271930.05,Cerrado
100171.0,-2526,290002.8,Activo
100172.0,-2692,273341.04,Activo
100172.0,-2769,224465.7,Activo
100172.0,-397,25778.19,Activo
100173.0,-457,13243.06,Activo
100173.0,-173,2859.65,Cerrado
100173.0,-652,6234.93,Cerrado
100173.0,-41,11697.84,Cerrado
100174.0,-284,4884.9,Cerrado
100174.0,-772,8515.4,Cerrado
100174.0,-475,11972.62,Activo
100174.0,-168,9928.04,Activo
100174.0,-318,13959.15,Cerrado
100174.0,-312,13982.86,Activo
100174.0,-977,2887.99,Activo
100174.0,-626,14513.54,Activo
100175.0,-1501,289960.94,Activo
100175.0,-364,23817.07,Activo
100175.0,-2916,231473.74,Cerrado
100176.0,-2075,220339.19,Activo
100177.0,-1656,57345.72,Cerrado
100177.0,-470,137628.04,Cerrado
100178.0,-180,272153.06,Cerrado
100179.0,-725,7980.79,Cerrado
100179.0,-443,1423.32,Activo
100179.0,-747,11213.69,Activo
100179.0,-951,6405.82,Activo
100179.0,-141,3514.83,Cerrado
100179.0,-944,5297.13,Activo
100179.0,-516,13417.64,Activo
100179.0,-622,3471.43,Activo
100180.0,-546,6111.62,Cerrado
100180.0,-240,9736.74,Activo
100180.0,-412,9379.47,Activo
100180.0,-24,4766.62,Activo
100180.0,-144,14712.63,Cerrado
100180.0,-987,7691.26,Activo
100181.0,-834,14626.33,Activo
100181.0,-277,1355.53,Activo
100181.0,-655,13699.59,Cerrado
100181.0,-312,11833.12,Activo
100181.0,-387,4985.17,Activo
100182.0,-252,14353.73,Cerrado
100182.0,-401,7765.56,Activo
100182.0,-298,9171.65,Cerrado
100182.0,-410,6917.83,Activo
100182.0,-234,6812.75,Activo
100182.0,-264,8626.61,Cerrado
100182.0,-547,6314.05,Activo
100182.0,-692,14256.07,Cerrado
100183.0,-905,128029.17,Activo
100184.0,-395,152586.73,Cerrado
100184.0,-1736,113679.01,Cerrado
100184.0,-2900,107295.52,Activo
100185.0,-26,6610.07,Cerrado
100185.0,-228,13452.73,Cerrado
100185.0,-364,1765.98,Cerrado
100185.0,-606,9053.4,Activo
100185.0,-346,12430.93,Activo
100185.0,-348,11221.06,Cerrado
100185.0,-68,9552.46,Cerrado
100186.0,-297,8353.86,Activo
100186.0,-618,6310.26,Cerrado
100186.0,-208,10214.92,Activo
100186.0,-605,4121.74,Cerrado
100186.0,-791,10723.84,Activo
100186.0,-901,11372.61,Activo
100186.0,-438,8630.82,Cerrado
100187.0,-166,5437.69,Activo
100187.0,-551,1617.5,Cerrado
100187.0,-894,12675.71,Activo
100187.0,-165,3001.6,Activo
100187.0,-584,4108.89,Activo
