ID_CLIENTE,TARGET,FLAG_INFORMAL,INGRESO_NOMINAL_MXN,INGRESO_REAL_AJUSTADO_MXN,MONTO_CREDITO_MXN,SCORE_EXTERNO_1,SCORE_EXTERNO_2,EDAD_ANIOS
100102,0,0,22363.22,21498.96,410314.03,0.5373,0.1703,31
100103,0,1,10589.46,10180.22,361266.08,0.5425,0.3463,53
100104,0,1,21486.89,20656.5,137177.19,0.75,0.1132,20
100105,0,0,27004.36,25960.74,80868.02,0.1291,0.4716,53
100106,0,0,24100.14,23168.76,353396.74,0.795,0.7107,41
100107,0,0,20268.71,19485.4,130630.71,0.3243,0.4973,49
100108,0,0,24760.5,23803.6,122669.47,0.4522,0.5976,45
100109,0,1,8771.8,8432.8,416950.17,0.672,0.6833,21
100110,0,0,27477.11,26415.21,435909.06,0.3207,0.8525,61
100111,0,0,19395.27,18645.71,131891.81,0.1157,0.8073,62
100112,0,1,5000.0,4806.77,37360.86,0.4274,0.117,36
100113,0,0,21398.18,20571.22,448535.67,0.6063,0.4261,48
100114,0,0,23932.54,23007.64,370116.13,0.8431,0.4077,24
100115,1,1,7269.74,6988.79,79645.95,0.3028,0.2325,39
100116,0,1,11535.56,11089.75,105372.3,0.192,0.6126,23
100117,0,1,20525.89,19732.64,427479.36,0.8656,0.6651,64
100118,0,0,29129.59,28003.83,43338.97,0.7443,0.6311,34
100119,0,0,26706.92,25674.79,296053.36,0.8574,0.2895,50
100120,0,0,21123.21,20306.88,339661.43,0.6526,0.2296,37
100121,1,0,24206.22,23270.74,170423.52,0.563,0.5491,27
100122,0,1,10679.02,10266.31,150472.47,0.8164,0.2359,46
100123,0,0,22765.91,21886.09,128090.8,0.3539,0.8603,62
100124,0,0,25908.3,24907.04,279186.93,0.2913,0.6536,36
100125,0,0,22423.4,21556.81,331948.69,0.1574,0.386,25
100126,0,1,17481.1,16805.52,133079.76,0.2022,0.1577,32
100127,0,1,21203.05,20383.63,203920.8,0.7548,0.7117,47
100128,1,1,9335.16,8974.39,41570.67,0.5346,0.0803,41
100129,0,0,25892.43,24891.78,27624.32,0.3366,0.403,32
100130,0,1,11446.83,11004.46,365059.03,0.7597,0.4353,46
100131,0,1,10397.78,9995.94,186859.04,0.2546,0.6445,48
100132,0,0,17581.15,16901.7,305715.28,0.6978,0.7873,32
100133,0,0,22517.54,21647.32,117157.0,0.1898,0.5023,25
100134,0,0,27497.08,26434.42,264620.95,0.6127,0.2494,36
100135,0,1,16142.95,15519.08,391543.52,0.3746,0.2047,64
100136,0,0,27816.16,26741.16,253115.5,0.8894,0.5555,35
100137,0,1,6788.82,6526.46,333510.92,0.3193,0.6804,22
100138,0,1,7720.95,7422.56,56099.81,0.2202,0.6722,33
100139,0,1,18822.32,18094.9,131662.85,0.5979,0.5709,55
100140,0,0,25734.04,24739.51,292764.47,0.589,0.2193,30
100141,0,1,9325.46,8965.06,200934.74,0.4676,0.2153,47
100142,0,1,11912.47,11452.1,261895.56,0.1473,0.4413,20
100143,0,1,17290.53,16622.31,91174.51,0.7838,0.3925,42
100144,0,0,21770.7,20929.34,415775.16,0.8398,0.5208,36
100145,0,1,12040.83,11575.5,330566.81,0.7975,0.1313,41
100146,0,0,26051.61,25044.81,79105.89,0.2222,0.2271,64
100147,0,0,28556.55,27452.94,409344.51,0.8871,0.2911,21
100148,0,0,24369.73,23427.93,425661.74,0.4861,0.2824,22
100149,0,0,27266.68,26212.92,222698.96,0.5512,0.5677,34
100150,0,0,25358.82,24378.79,97230.31,0.7936,0.5366,26
100151,0,1,6933.94,6665.97,321866.78,0.1215,0.4943,20
100152,0,0,22321.79,21459.13,409728.04,0.6998,0.6337,37
100153,0,1,5000.0,4806.77,63263.64,0.5103,0.2947,49
100154,0,0,26037.38,25031.13,253224.97,0.1625,0.5333,54
100155,0,0,26326.12,25308.71,167864.94,0.3065,0.1953,26
100156,0,0,19410.54,18660.39,162830.06,0.5817,0.1085,26
100157,1,1,8379.87,8056.02,492327.66,0.5962,0.198,37
100158,0,0,27392.39,26333.77,491908.86,0.3453,0.3307,59
100159,0,1,10087.68,9697.83,481551.65,0.4509,0.373,49
100160,1,1,13245.41,12733.52,396712.13,0.3177,0.1499,64
100161,0,1,16656.26,16012.56,435978.88,0.6885,0.1564,24
100162,0,1,17569.16,16890.17,109135.53,0.1139,0.3055,27
100163,0,0,27803.52,26729.01,267157.27,0.7975,0.5071,24
100164,0,0,32727.32,31462.53,21141.48,0.6914,0.2274,61
100165,0,1,19236.94,18493.51,154837.25,0.7983,0.1705,50
100166,0,0,26539.85,25514.18,381709.63,0.3667,0.5485,22
100167,0,1,16861.25,16209.62,316819.17,0.3218,0.4271,56
100168,0,0,29460.87,28322.32,155977.76,0.8752,0.3495,26
100169,0,1,15873.43,15259.98,95278.59,0.3855,0.5802,57
100170,1,1,5152.91,4953.76,374397.48,0.8762,0.1495,63
100171,0,0,27227.12,26174.89,10356.04,0.5968,0.7819,39
100172,0,0,27144.25,26095.23,145751.21,0.3555,0.8539,63
100173,0,1,13651.66,13124.07,416843.63,0.6578,0.2238,33
100174,0,1,18180.2,17477.6,481801.16,0.516,0.4187,41
100175,0,0,26092.37,25083.99,367267.98,0.8779,0.8063,38
100176,0,0,27465.76,26404.3,182396.47,0.8672,0.3211,23
100177,0,0,23380.62,22477.04,221431.99,0.6481,0.4842,39
100178,0,0,26084.44,25076.37,424680.11,0.6587,0.6129,22
100179,0,1,13896.81,13359.75,146145.92,0.1241,0.1824,46
100180,0,1,21118.05,20301.91,101533.04,0.6817,0.4682,45
100181,0,1,10606.96,10197.04,469610.23,0.8464,0.4758,25
100182,0,1,9103.92,8752.09,259507.74,0.6712,0.2909,58
100183,0,0,26630.73,25601.55,445905.8,0.1189,0.3967,41
100184,0,0,25949.43,24946.58,141714.5,0.4979,0.2607,44
100185,0,1,25829.66,24831.43,180268.13,0.734,0.3075,42
100186,0,1,17037.33,16378.9,435110.62,0.1197,0.6395,42
100187,0,1,8544.1,8213.9,275483.9,0.3184,0.2612,22
100188,0,0,30297.45,29126.56,202284.84,0.7678,0.7987,39
100189,0,0,24555.98,23606.98,384387.72,0.5964,0.4602,43
100190,0,0,23465.62,22558.75,11142.86,0.1874,0.5107,29
100191,0,1,15431.44,14835.07,61242.69,0.5854,0.3929,21
100192,0,1,14513.25,13952.37,479011.6,0.4732,0.3964,37
100193,0,1,10289.38,9891.73,467496.94,0.8445,0.4996,49
100194,0,0,22203.34,21345.26,429257.62,0.7089,0.619,22
100195,0,1,15926.14,15310.65,144712.56,0.4736,0.3479,26
100196,0,1,12678.9,12188.9,85995.05,0.3675,0.6734,58
100197,0,1,5156.5,4957.22,380063.03,0.8385,0.6962,36
100198,0,1,13537.18,13014.02,152704.01,0.2503,0.6109,60
100199,0,1,6380.79,6134.19,404069.61,0.5156,0.6055,55
100200,0,1,14524.41,13963.09,141367.7,0.3951,0.455,62
100201,0,0,19360.12,18611.92,344892.1,0.437,0.7888,28
100202,0,1,12693.56,12203.0,265722.13,0.3844,0.333,49
100203,0,1,17525.45,16848.15,49972.81,0.5408,0.7085,59
100204,0,1,25045.7,24077.77,480190.62,0.2268,0.3246,20
100205,0,0,18973.14,18239.9,393396.82,0.2932,0.156,44
100206,0,0,24618.2,23666.8,167946.21,0.7572,0.2109,26
100207,0,1,13488.39,12967.11,30522.24,0.138,0.1267,54
100208,0,0,27782.51,26708.82,490334.74,0.5598,0.6092,37
100209,0,0,20306.83,19522.04,295585.63,0.8742,0.6888,30
100210,0,0,24330.69,23390.39,137998.27,0.7878,0.8293,18
100211,0,0,28630.22,27523.76,476744.43,0.5788,0.5822,20
100212,0,1,10628.24,10217.49,350119.1,0.799,0.1013,37
100213,0,1,8973.7,8626.9,446535.09,0.1527,0.3054,60
100214,0,1,11754.14,11299.89,345652.13,0.4833,0.1628,63
100215,0,1,21660.43,20823.33,239788.55,0.5165,0.4097,39
100216,0,1,13765.86,13233.86,51385.54,0.3845,0.3454,41
100217,0,1,6963.34,6694.23,138005.65,0.2467,0.4881,43
100218,1,1,14443.01,13884.84,325306.45,0.2151,0.3568,54
100219,0,1,5000.0,4806.77,394798.03,0.2635,0.2185,29
100220,0,1,14759.98,14189.56,84223.08,0.2441,0.1401,47
100221,0,0,28888.25,27771.83,438334.92,0.5166,0.4676,42
100222,0,0,26981.33,25938.6,420581.65,0.4174,0.8558,55
100223,0,0,25764.74,24769.02,210423.11,0.4053,0.6932,60
100224,0,1,11891.21,11431.65,186702.44,0.4523,0.146,45
100225,0,1,8597.82,8265.54,430952.6,0.1076,0.5146,31
100226,0,1,11521.63,11076.36,304286.21,0.7776,0.6057,50
100227,0,0,29507.0,28366.66,384990.51,0.5833,0.5859,62
100228,0,0,23535.6,22626.04,129941.85,0.6222,0.8905,55
100229,0,0,27144.79,26095.74,50498.38,0.6222,0.5534,43
100230,0,0,22227.68,21368.66,492275.34,0.8231,0.8869,19
100231,0,1,16589.76,15948.63,431441.39,0.1308,0.5017,29
100232,0,1,14411.93,13854.96,335248.68,0.2276,0.6255,18
100233,0,0,22140.77,21285.1,349001.37,0.1267,0.2992,43
100234,1,1,12166.39,11696.2,426970.24,0.1897,0.3818,21
100235,0,1,11474.64,11031.18,451320.48,0.8783,0.3736,56
100236,0,1,14998.49,14418.85,276041.0,0.6969,0.7158,44
100237,0,1,11949.61,11487.81,489391.09,0.1929,0.5584,54
100238,0,1,21965.86,21116.96,394679.16,0.637,0.3983,50
100239,0,0,23742.54,22824.98,135126.4,0.8722,0.2633,51
100240,0,0,25638.07,24647.25,273848.6,0.688,0.495,36
100241,0,1,13914.07,13376.34,43568.75,0.428,0.6718,43
100242,0,0,23908.04,22984.08,137059.97,0.2922,0.4849,34
100243,0,0,22009.21,21158.63,196135.24,0.1378,0.2062,41
100244,0,0,29357.51,28222.95,410376.73,0.5975,0.7274,48
100245,0,1,5845.83,5619.91,160119.84,0.488,0.2421,33
100246,0,1,20300.28,19515.75,332116.45,0.577,0.1383,62
100247,0,0,28474.5,27374.06,316100.29,0.4025,0.8057,41
100248,1,1,5000.0,4806.77,467460.96,0.4006,0.3429,34
100249,0,0,25364.77,24384.51,476582.19,0.626,0.1176,60
100250,0,1,19457.06,18705.11,421343.31,0.4728,0.5116,19
100251,1,1,20128.82,19350.92,412555.81,0.338,0.1006,47
100252,0,0,20360.12,19573.27,10412.94,0.1204,0.3311,59
100253,0,0,20469.86,19678.77,420250.35,0.594,0.6296,45
100254,0,0,26465.25,25442.47,28954.35,0.7137,0.6893,47
100255,0,1,17059.43,16400.15,164891.78,0.6393,0.5026,53
100256,0,1,19699.38,18938.07,137423.37,0.8905,0.6108,48
100257,0,0,24055.03,23125.39,378344.98,0.551,0.6089,51
100258,1,1,5000.0,4806.77,69685.6,0.4954,0.3037,42
100259,0,0,25170.65,24197.9,81193.88,0.78,0.6207,39
100260,0,0,24203.45,23268.07,313593.32,0.7704,0.4835,46
100261,0,0,27224.34,26172.21,100237.6,0.121,0.447,45
100262,0,1,14534.97,13973.24,430913.22,0.6404,0.3153,38
100263,0,0,20851.38,20045.55,431880.11,0.366,0.7138,61
100264,0,1,6062.31,5828.03,28780.15,0.6178,0.5871,28
100265,0,1,23617.56,22704.82,470378.09,0.7929,0.4388,37
100266,0,1,24694.11,23739.77,206264.67,0.2333,0.1187,54
100267,0,1,10743.28,10328.09,411432.85,0.6578,0.5917,35
100268,0,1,13692.0,13162.86,465428.55,0.1799,0.1434,57
100269,0,1,17028.17,16370.09,426937.65,0.2088,0.6451,60
100270,0,0,21605.77,20770.78,174355.87,0.6641,0.5786,59
100271,1,0,24252.86,23315.57,245765.03,0.514,0.5656,43
100272,1,1,5000.0,4806.77,50934.29,0.3094,0.1978,26
100273,0,0,24403.24,23460.14,448635.98,0.6505,0.5834,55
100274,0,1,9444.6,9079.6,105931.61,0.7452,0.3808,63
100275,0,1,13368.5,12851.86,32006.36,0.2264,0.6169,23
100276,0,1,9929.37,9545.64,130202.77,0.6351,0.4553,21
100277,0,0,26505.32,25480.99,57075.32,0.8141,0.3077,21
100278,0,1,14047.38,13504.5,387318.42,0.1852,0.5326,34
100279,0,0,29183.01,28055.19,97993.75,0.207,0.6172,38
100280,0,1,7943.22,7636.24,224042.11,0.7391,0.2782,60
100281,0,1,9001.07,8653.21,51795.3,0.7204,0.6804,52
100282,0,0,23336.43,22434.56,225149.29,0.6957,0.7944,58
100283,0,1,6648.58,6391.63,293353.75,0.7706,0.2034,43
100284,0,0,29085.9,27961.83,362582.83,0.448,0.2468,26
100285,0,1,7443.0,7155.36,105665.79,0.6946,0.3371,38
100286,0,1,15506.0,14906.75,389511.54,0.8872,0.2835,18
100287,0,1,14728.09,14158.91,251176.44,0.825,0.2822,52
100288,0,0,27358.1,26300.8,94213.47,0.301,0.26,37
100289,0,1,11411.01,10970.02,432965.68,0.247,0.5587,56
100290,0,1,17258.92,16591.93,464265.04,0.4061,0.6479,30
100291,0,1,11980.2,11517.2,495599.37,0.4462,0.3268,61
100292,0,0,23936.37,23011.32,439527.16,0.5758,0.1778,29
100293,0,0,25010.8,24044.22,35040.09,0.1172,0.3577,39
100294,0,1,9711.86,9336.53,447180.17,0.4286,0.6788,51
100295,0,0,24295.21,23356.29,175477.78,0.7401,0.4966,57
100296,1,1,7663.27,7367.11,492499.96,0.1224,0.5029,40
100297,0,0,25166.19,24193.61,401318.16,0.2519,0.1781,29
100298,0,0,21542.39,20709.85,119563.17,0.8205,0.1172,18
100299,0,1,7372.68,7087.75,239243.49,0.2418,0.6188,48
100300,0,0,23874.76,22952.09,80482.4,0.735,0.3372,61
100301,0,0,20193.17,19412.78,102813.48,0.8674,0.3295,25
100302,0,0,21892.83,21046.75,406141.22,0.8134,0.7153,49
100303,0,0,25841.35,24842.68,149615.37,0.3491,0.4809,19
100304,0,1,12862.24,12365.16,219901.97,0.239,0.1454,49
100305,0,0,20126.84,19349.01,221164.6,0.2001,0.1594,52
100306,0,0,30511.79,29332.62,72018.63,0.5693,0.2054,22
100307,0,0,23021.68,22131.97,487222.73,0.1474,0.3616,32
100308,0,0,24329.76,23389.5,178541.67,0.876,0.831,48
100309,0,1,5974.29,5743.4,313939.21,0.8912,0.7011,59
100310,0,0,26511.6,25487.02,49915.64,0.625,0.8926,35
100311,0,0,27567.43,26502.05,447697.98,0.6511,0.1519,62
100312,0,1,14584.55,14020.91,360158.95,0.2582,0.0908,48
100313,0,0,24997.95,24031.87,183417.41,0.121,0.5282,51
100314,0,1,5507.67,5294.82,414763.58,0.1792,0.5167,35
100315,0,1,14430.61,13872.92,79045.44,0.8403,0.691,38
100316,0,0,20887.89,20080.65,42885.43,0.48,0.3982,23
100317,0,1,17283.8,16615.84,481282.38,0.7584,0.5705,61
100318,0,1,13016.9,12513.84,154510.58,0.1042,0.1394,22
100319,0,0,26368.57,25349.52,170340.3,0.7144,0.8073,55
100320,0,0,23246.46,22348.07,140653.89,0.7645,0.4517,32
100321,0,1,15705.19,15098.24,415812.01,0.7071,0.6593,20
100322,0,1,16183.5,15558.07,65536.3,0.6327,0.1685,60
100323,0,1,14627.03,14061.75,157434.37,0.7849,0.6475,38
100324,0,0,29008.32,27887.25,69529.45,0.4181,0.8597,51
100325,0,1,15079.91,14497.13,14794.3,0.6287,0.2609,34
100326,0,0,31659.77,30436.23,245936.74,0.6809,0.3464,56
100327,0,0,21347.79,20522.77,488324.23,0.5823,0.4583,32
100328,0,0,29029.94,27908.04,143590.94,0.6465,0.2341,41
100329,0,1,5519.22,5305.92,470678.81,0.192,0.4409,47
100330,0,0,23304.65,22404.01,162329.71,0.4213,0.6034,46
100331,0,0,24493.36,23546.78,247661.66,0.7059,0.6755,21
100332,0,0,24066.64,23136.55,424623.44,0.7078,0.7515,30
100333,0,0,23682.21,22766.98,25760.55,0.4799,0.5753,37
100334,0,1,13403.02,12885.04,164948.69,0.3736,0.5955,21
100335,0,0,28762.99,27651.41,112323.27,0.302,0.5884,28
100336,0,1,8764.28,8425.58,144543.25,0.1629,0.5471,30
100337,0,0,24616.32,23664.99,342637.87,0.7816,0.7041,34
100338,0,1,8689.75,8353.92,59926.91,0.5847,0.5663,28
100339,0,1,21248.66,20427.47,354548.45,0.2287,0.6402,30
100340,1,1,11769.69,11314.83,136423.83,0.196,0.3304,37
100341,0,0,27401.53,26342.56,492066.82,0.8302,0.4105,46
100342,0,0,24960.9,23996.25,257675.86,0.3813,0.413,49
100343,0,0,26184.8,25172.85,491406.71,0.8504,0.5595,54
100344,0,0,25289.06,24311.73,224572.79,0.2728,0.2651,18
100345,1,1,11836.05,11378.63,346188.12,0.4385,0.1768,63
100346,0,1,11426.74,10985.13,333145.55,0.2202,0.2429,33
100347,0,1,12508.93,12025.51,406388.38,0.2066,0.3565,21
100348,0,0,26555.1,25528.84,34210.8,0.8153,0.1819,45
100349,0,1,10526.89,10120.06,109445.53,0.431,0.2415,46
100350,0,1,11588.44,11140.59,418444.26,0.8791,0.2186,49
100351,0,1,13260.51,12748.04,437929.2,0.5723,0.7056,57
100352,0,1,5000.0,4806.77,481658.98,0.7171,0.2178,54
100353,0,1,17077.6,16417.61,447255.72,0.7349,0.1731,24
100354,0,1,8839.89,8498.26,408608.2,0.8142,0.4793,41
100355,0,0,24959.95,23995.33,341560.7,0.531,0.6349,43
100356,0,1,16657.15,16013.41,153497.25,0.2169,0.6195,26
100357,0,0,21068.37,20254.16,309415.17,0.6785,0.607,19
100358,0,1,6804.08,6541.13,87158.31,0.8244,0.4388,56
100359,0,0,25037.56,24069.95,419063.46,0.7954,0.7955,51
100360,0,1,8969.7,8623.05,216998.98,0.7346,0.4129,26
100361,0,1,13862.3,13326.57,121947.83,0.301,0.4133,57
100362,0,1,10475.18,10070.35,486901.28,0.7774,0.5844,22
100363,0,1,13480.13,12959.17,493327.12,0.7444,0.5241,62
100364,0,1,20666.16,19867.49,445129.12,0.226,0.5963,24
100365,0,1,9048.78,8699.08,45943.43,0.5021,0.4016,60
100366,0,1,12611.11,12123.73,11616.41,0.4271,0.2526,37
100367,0,1,9894.03,9511.66,492875.77,0.1494,0.1268,30
100368,0,1,14083.43,13539.16,136244.46,0.3806,0.505,56
100369,0,0,24072.44,23142.12,85887.41,0.7995,0.2327,63
100370,0,0,19242.15,18498.51,47018.52,0.2053,0.5685,29
100371,0,0,21190.24,20371.31,15370.09,0.5326,0.7546,39
100372,0,1,23777.81,22858.88,386589.85,0.4587,0.089,42
100373,0,0,25343.49,24364.05,369107.08,0.1704,0.7064,21
100374,0,1,8834.01,8492.61,398591.68,0.152,0.2716,51
100375,0,0,25898.62,24897.73,71076.56,0.1126,0.6847,36
100376,0,1,16744.41,16097.3,490050.17,0.2554,0.5607,62
100377,0,0,26621.63,25592.8,485328.32,0.8703,0.2731,46
100378,0,1,12482.44,12000.04,222421.23,0.2238,0.6982,45
100379,0,1,5000.0,4806.77,28116.44,0.4314,0.4132,26
100380,1,1,9802.77,9423.93,88178.33,0.4711,0.3243,64
100381,0,0,22801.3,21920.11,192877.8,0.6467,0.7018,29
100382,0,0,23123.64,22229.99,430016.96,0.8462,0.8042,32
100383,0,0,27419.59,26359.93,443733.74,0.5177,0.6034,39
100384,1,1,7526.71,7235.83,448087.63,0.783,0.2623,32
100385,0,1,21804.33,20961.67,336950.2,0.2621,0.0964,26
100386,0,1,14131.03,13584.92,275052.37,0.5562,0.5192,19
100387,0,0,27207.28,26155.82,341399.27,0.2619,0.3401,60
100388,0,0,20266.48,19483.25,330195.48,0.2038,0.3757,28
100389,0,0,26442.43,25420.53,488727.11,0.2083,0.8115,21
100390,0,0,24585.2,23635.07,71118.25,0.2848,0.2762,53
100391,0,0,23100.17,22207.43,123061.56,0.2926,0.2804,27
100392,0,1,8470.05,8142.72,354087.82,0.5685,0.4536,33
100393,0,1,5000.0,4806.77,143909.03,0.6375,0.393,63
100394,0,0,24460.88,23515.56,307430.1,0.4986,0.7402,18
100395,0,1,10536.53,10129.33,471153.72,0.1689,0.2011,47
100396,0,1,12398.58,11919.42,377668.74,0.5487,0.3172,28
100397,0,1,8158.24,7842.95,135890.61,0.503,0.6643,53
100398,0,0,25719.44,24725.48,214097.1,0.5948,0.7109,19
100399,0,0,27631.74,26563.87,85400.37,0.8353,0.6207,50
100400,0,0,22742.79,21863.87,12219.69,0.2991,0.1756,29
100401,0,0,20782.77,19979.59,365315.64,0.7572,0.5135,28
100402,0,0,29924.83,28768.35,108304.42,0.3164,0.2971,33
100403,0,0,21558.48,20725.32,204207.95,0.7458,0.3127,36
100404,0,0,20079.17,19303.19,338365.37,0.8708,0.3148,39
100405,0,1,5000.0,4806.77,345405.07,0.3649,0.6293,56
100406,0,1,11923.02,11462.24,294239.71,0.1087,0.4508,46
