ID_CLIENTE,TIPO_CREDITO,MONTO_SOLICITADO_MXN,SALDO_EN_UDIS,ESTADO_SOLICITUD
100088,Consumo,1432982.6,,Aprobado
100089,Consumo,169535.04,,Cancelado
100089,Hipotecario,322063.45,36843.6,Rechazado
100090,Auto,949667.64,,Aprobado
100091,Consumo,437717.51,,Aprobado
100092,Auto,1229509.3,,Rechazado
100092,Auto,1065721.64,,Aprobado
100093,Consumo,695636.18,,Aprobado
100094,Auto,99876.84,,Aprobado
100095,Hipotecario,440051.41,50341.26,Aprobado
100096,Consumo,1088097.39,,Aprobado
100096,Auto,787824.05,,Aprobado
100097,Consumo,1212005.3,,Cancelado
100097,Hipotecario,681101.87,77917.09,Aprobado
100098,Hipotecario,212637.82,24325.47,Rechazado
100099,Hipotecario,665228.06,76101.15,Aprobado
100099,Hipotecario,289864.94,33160.14,Rechazado
100099,Auto,901547.35,,Aprobado
100100,Auto,857769.58,,Aprobado
100100,Hipotecario,1216183.05,139129.62,Rechazado
100101,Consumo,439511.31,,Cancelado
100101,Hipotecario,1157906.52,132462.87,Aprobado
100102,Auto,117983.44,,Aprobado
100102,Auto,954752.6,,Aprobado
100102,Consumo,474978.2,,Cancelado
100103,Hipotecario,608841.78,69650.64,Aprobado
100103,Auto,671664.85,,Aprobado
100103,Consumo,1354259.73,,Aprobado
100104,Hipotecario,601864.69,68852.47,Aprobado
100104,Hipotecario,259584.32,29696.08,Aprobado
100105,Hipotecario,714039.1,81685.06,Rechazado
100105,Consumo,342358.75,,Aprobado
100105,Auto,1361577.9,,Aprobado
100106,Auto,1449277.55,,Aprobado
100106,Consumo,768313.8,,Aprobado
100107,Consumo,503686.43,,Rechazado
100107,Auto,519542.41,,Cancelado
100107,Auto,714768.78,,Rechazado
100108,Consumo,312819.63,,Cancelado
100109,Hipotecario,1153293.47,131935.14,Rechazado
100109,Hipotecario,155174.39,17751.73,Aprobado
100109,Consumo,1175626.03,,Aprobado
100110,Consumo,673150.67,,Aprobado
100111,Hipotecario,209093.72,23920.03,Aprobado
100111,Hipotecario,1287248.5,147259.4,Aprobado
100112,Consumo,863051.05,,Aprobado
100113,Hipotecario,335160.17,38341.85,Aprobado
100114,Hipotecario,1104171.86,126315.7,Aprobado
100115,Hipotecario,1052702.27,120427.65,Aprobado
100116,Auto,1396494.99,,Aprobado
100116,Auto,1450969.68,,Aprobado
100116,Auto,1325537.17,,Aprobado
100117,Auto,521095.7,,Aprobado
100117,Auto,1134809.22,,Aprobado
100117,Consumo,635270.12,,Rechazado
100118,Consumo,57314.69,,Rechazado
100118,Hipotecario,895721.11,102469.23,Aprobado
100119,Hipotecario,1096151.02,125398.12,Aprobado
100119,Consumo,1173095.44,,Cancelado
100119,Hipotecario,539845.51,61757.56,Aprobado
100120,Auto,879359.04,,Aprobado
100120,Consumo,295671.71,,Aprobado
100120,Auto,22636.34,,Rechazado
100121,Consumo,607764.29,,Rechazado
100121,Hipotecario,1302930.3,149053.38,Rechazado
100121,Auto,1246217.17,,Aprobado
100122,Auto,186676.6,,Aprobado
100122,Auto,1482993.65,,Aprobado
100122,Hipotecario,1054893.36,120678.31,Rechazado
100123,Consumo,433917.85,,Aprobado
100123,Auto,843707.38,,Aprobado
100123,Hipotecario,1237359.57,141552.18,Aprobado
100124,Consumo,449262.63,,Aprobado
100124,Consumo,433259.37,,Aprobado
100124,Hipotecario,467180.41,53444.78,Aprobado
100125,Consumo,1421104.57,,Aprobado
100126,Consumo,669390.27,,Aprobado
100126,Consumo,946219.04,,Cancelado
100127,Hipotecario,1081229.79,123691.16,Aprobado
100127,Hipotecario,1329236.49,152062.77,Aprobado
100128,Auto,476816.39,,Aprobado
100129,Auto,447224.22,,Aprobado
100129,Consumo,1419808.91,,Rechazado
100129,Hipotecario,830070.14,94958.85,Aprobado
100130,Hipotecario,138808.34,15879.48,Aprobado
100130,Auto,1396895.88,,Aprobado
100130,Hipotecario,426414.61,48781.23,Aprobado
100131,Auto,1260780.18,,Aprobado
100132,Consumo,310684.52,,Aprobado
100132,Hipotecario,211160.9,24156.51,Rechazado
100132,Auto,459767.0,,Aprobado
100133,Consumo,340108.91,,Aprobado
100134,Consumo,1287433.2,,Aprobado
100135,Auto,864982.69,,Cancelado
100136,Hipotecario,417475.9,47758.65,Rechazado
100136,Consumo,923087.76,,Aprobado
100136,Hipotecario,397503.44,45473.83,Aprobado
100137,Auto,880873.76,,Aprobado
100137,Consumo,706800.61,,Cancelado
100138,Auto,654206.31,,Aprobado
100139,Consumo,319033.7,,Rechazado
100140,Auto,752522.48,,Aprobado
100140,Auto,896828.36,,Cancelado
100140,Hipotecario,876084.56,100222.83,Rechazado
100141,Consumo,1315544.11,,Aprobado
100142,Hipotecario,1479074.03,169203.97,Aprobado
100143,Consumo,1398082.44,,Aprobado
100144,Consumo,1259979.38,,Aprobado
100144,Auto,1197811.08,,Aprobado
100145,Auto,71662.56,,Aprobado
100145,Consumo,180488.47,,Aprobado
100145,Consumo,24959.18,,Aprobado
100146,Hipotecario,1429587.61,163542.8,Aprobado
100146,Hipotecario,141743.25,16215.23,Aprobado
100147,Consumo,863113.56,,Aprobado
100147,Hipotecario,894613.78,102342.55,Rechazado
100148,Auto,768572.25,,Aprobado
100148,Hipotecario,586995.01,67151.4,Aprobado
100149,Hipotecario,590525.28,67555.25,Cancelado
100149,Hipotecario,459944.21,52616.97,Aprobado
100150,Auto,198794.11,,Aprobado
100151,Hipotecario,853923.8,97687.67,Aprobado
100152,Hipotecario,1122069.92,128363.21,Cancelado
100152,Auto,355237.83,,Aprobado
100152,Hipotecario,1210374.05,138465.08,Aprobado
100153,Auto,803765.15,,Aprobado
100154,Consumo,343377.22,,Rechazado
100154,Hipotecario,458086.04,52404.39,Rechazado
100155,Auto,191700.28,,Aprobado
100155,Consumo,708130.34,,Aprobado
100156,Hipotecario,489353.46,55981.34,Aprobado
100156,Hipotecario,256212.2,29310.31,Aprobado
100156,Hipotecario,653381.4,74745.91,Aprobado
100157,Hipotecario,85340.23,9762.8,Aprobado
100157,Consumo,421825.08,,Cancelado
100158,Consumo,756227.37,,Aprobado
100159,Auto,681828.83,,Aprobado
100159,Hipotecario,347845.48,39793.03,Rechazado
100160,Consumo,144302.41,,Aprobado
100160,Hipotecario,1458888.45,166894.77,Aprobado
100161,Auto,1107780.28,,Aprobado
100161,Hipotecario,307240.51,35147.88,Aprobado
100161,Auto,376001.17,,Aprobado
100162,Hipotecario,1190138.51,136150.16,Aprobado
100163,Auto,364065.57,,Aprobado
100164,Consumo,976977.97,,Aprobado
100164,Hipotecario,811867.02,92876.44,Aprobado
100164,Consumo,701501.41,,Aprobado
100165,Auto,563696.5,,Aprobado
100165,Hipotecario,299795.49,34296.18,Aprobado
100165,Consumo,1164040.17,,Aprobado
100166,Consumo,849295.42,,Aprobado
100167,Hipotecario,1285341.64,147041.26,Aprobado
100168,Hipotecario,795422.67,90995.23,Cancelado
100169,Auto,565065.19,,Aprobado
100170,Consumo,770752.35,,Aprobado
100170,Hipotecario,857322.97,98076.53,Aprobado
100171,Hipotecario,1179142.32,134892.21,Aprobado
100171,Auto,308361.16,,Rechazado
100171,Hipotecario,209254.14,23938.38,Cancelado
100172,Consumo,981900.6,,Aprobado
100172,Auto,532244.4,,Aprobado
100172,Auto,273848.09,,Aprobado
100173,Consumo,1027238.7,,Aprobado
100173,Hipotecario,1417849.66,162199.99,Aprobado
100173,Auto,709411.17,,Aprobado
100174,Hipotecario,1448051.78,165655.07,Rechazado
100174,Consumo,164925.4,,Aprobado
100174,Auto,1412038.66,,Aprobado
100175,Auto,1125616.68,,Aprobado
100175,Hipotecario,648207.38,74154.01,Aprobado
100176,Auto,127044.47,,Aprobado
100176,Auto,146978.18,,Cancelado
100176,Consumo,1150570.67,,Aprobado
100177,Consumo,1176135.2,,Rechazado
100177,Consumo,421321.89,,Aprobado
100177,Consumo,1440236.87,,Aprobado
100178,Consumo,421425.58,,Aprobado
100178,Auto,183779.5,,Rechazado
100178,Consumo,1122012.55,,Aprobado
100179,Auto,772105.25,,Aprobado
100180,Hipotecario,390962.09,44725.51,Aprobado
100180,Auto,170186.32,,Aprobado
100180,Auto,1125662.78,,Aprobado
100181,Hipotecario,1458734.93,166877.21,Aprobado
100181,Hipotecario,1067722.69,122145.96,Rechazado
100181,Auto,341875.01,,Rechazado
100182,Consumo,446740.03,,Aprobado
100182,Hipotecario,903306.6,103336.99,Aprobado
100182,Hipotecario,1399525.59,160103.75,Aprobado
100183,Hipotecario,288728.68,33030.15,Aprobado
100183,Consumo,1390413.63,,Aprobado
100183,Auto,1062237.28,,Cancelado
100184,Consumo,703203.35,,Aprobado
100184,Consumo,640903.83,,Aprobado
100185,Hipotecario,519912.83,59477.29,Aprobado
100186,Consumo,1435187.59,,Rechazado
100186,Hipotecario,261576.74,29924.01,Aprobado
100187,Hipotecario,1486955.88,170105.65,Aprobado
100187,Auto,408347.76,,Aprobado
100187,Hipotecario,810147.05,92679.67,Aprobado
100188,Hipotecario,102620.55,11739.65,Rechazado
100189,Hipotecario,896299.89,102535.44,Aprobado
100190,Hipotecario,1369149.25,156628.73,Aprobado
100190,Auto,376003.15,,Cancelado
100191,Consumo,398761.3,,Aprobado
100191,Hipotecario,544658.23,62308.13,Rechazado
100191,Auto,982390.49,,Rechazado
100192,Consumo,1003946.72,,Aprobado
100192,Consumo,1216426.91,,Rechazado
100193,Hipotecario,1215335.31,139032.64,Cancelado
100193,Auto,1004539.86,,Rechazado
100193,Auto,1066518.46,,Aprobado
100194,Hipotecario,655449.96,74982.55,Rechazado
100195,Auto,836276.67,,Aprobado
100195,Hipotecario,1250735.06,143082.32,Aprobado
100196,Hipotecario,926288.17,105966.05,Rechazado
100196,Auto,889346.14,,Aprobado
100197,Auto,27820.8,,Aprobado
100198,Consumo,872444.26,,Aprobado
100198,Consumo,692942.25,,Aprobado
100198,Hipotecario,1439215.59,164644.22,Aprobado
100199,Hipotecario,1498173.75,171388.95,Aprobado
100199,Consumo,1386649.09,,Aprobado
100199,Auto,1494199.84,,Aprobado
100200,Hipotecario,785003.34,89803.27,Rechazado
100200,Consumo,588788.97,,Aprobado
100200,Auto,185033.22,,Rechazado
100201,Consumo,1139728.89,,Aprobado
100201,Hipotecario,50683.58,5798.13,Aprobado
100201,Consumo,534282.09,,Rechazado
100202,Auto,1010518.85,,Aprobado
100203,Hipotecario,1285838.32,147098.08,Aprobado
100204,Auto,797795.46,,Aprobado
100204,Consumo,1243955.57,,Aprobado
100205,Consumo,901666.77,,Aprobado
100205,Consumo,86530.82,,Aprobado
100205,Auto,1214052.56,,Aprobado
100206,Consumo,193553.01,,Aprobado
100206,Hipotecario,1029833.97,117811.55,Aprobado
100206,Consumo,466921.55,,Aprobado
100207,Consumo,1268443.78,,Rechazado
100208,Auto,140418.15,,Aprobado
100209,Consumo,507983.31,,Rechazado
100209,Auto,1454393.9,,Aprobado
100209,Consumo,1311117.43,,Rechazado
100210,Hipotecario,1290620.47,147645.15,Aprobado
100211,Auto,699664.5,,Cancelado
100211,Consumo,1140302.92,,Cancelado
100212,Consumo,485931.89,,Aprobado
100212,Hipotecario,498465.48,57023.75,Rechazado
100212,Hipotecario,738064.33,84433.51,Aprobado
100213,Consumo,630174.68,,Aprobado
100214,Consumo,563826.39,,Rechazado
100214,Hipotecario,1060160.46,121280.86,Rechazado
100215,Consumo,1291963.32,,Aprobado
100216,Auto,320933.75,,Aprobado
100217,Consumo,1295296.81,,Aprobado
100218,Hipotecario,245355.18,28068.29,Aprobado
100219,Hipotecario,21542.12,2464.39,Rechazado
100219,Consumo,65376.47,,Rechazado
100220,Consumo,865478.85,,Rechazado
100221,Consumo,417476.37,,Aprobado
100221,Consumo,319888.11,,Aprobado
100222,Hipotecario,955077.76,109259.54,Aprobado
100222,Auto,1043641.24,,Aprobado
100222,Auto,887010.68,,Aprobado
100223,Consumo,893949.62,,Rechazado
100224,Auto,1317838.08,,Aprobado
100224,Hipotecario,170637.91,19520.73,Aprobado
100224,Hipotecario,409962.1,46899.08,Aprobado
100225,Hipotecario,762639.6,87244.89,Aprobado
100225,Auto,1007020.38,,Aprobado
100226,Hipotecario,705297.84,80685.07,Aprobado
100227,Hipotecario,839561.08,96044.6,Cancelado
100227,Consumo,636871.43,,Cancelado
100228,Hipotecario,393326.09,44995.95,Aprobado
100228,Consumo,299363.04,,Aprobado
100229,Auto,830117.44,,Aprobado
100229,Hipotecario,177913.21,20353.02,Aprobado
100229,Consumo,1058687.49,,Aprobado
100230,Auto,834793.82,,Aprobado
100230,Consumo,1259313.65,,Rechazado
100231,Auto,631469.41,,Aprobado
100231,Auto,206575.58,,Rechazado
100232,Consumo,113291.48,,Rechazado
100232,Hipotecario,1031853.35,118042.56,Cancelado
100233,Hipotecario,1021804.15,116892.95,Aprobado
100233,Hipotecario,811035.6,92781.32,Aprobado
100233,Hipotecario,21308.09,2437.62,Aprobado
100234,Auto,711815.95,,Rechazado
100234,Consumo,951783.46,,Aprobado
100234,Auto,1338441.49,,Aprobado
100235,Consumo,1383724.32,,Rechazado
100235,Auto,576428.73,,Aprobado
100235,Hipotecario,1015229.45,116140.81,Rechazado
100236,Hipotecario,87610.21,10022.48,Aprobado
100237,Hipotecario,670834.28,76742.49,Rechazado
100237,Hipotecario,602464.2,68921.05,Rechazado
100238,Auto,74770.53,,Rechazado
100238,Auto,96803.3,,Aprobado
100239,Auto,864900.76,,Aprobado
100240,Consumo,186966.9,,Aprobado
100241,Consumo,1353187.04,,Rechazado
100241,Hipotecario,1365196.51,156176.55,Rechazado
100242,Auto,1375589.22,,Cancelado
100242,Auto,28964.58,,Rechazado
100243,Consumo,1208531.59,,Rechazado
100243,Hipotecario,242672.53,27761.39,Aprobado
100243,Hipotecario,856605.1,97994.41,Aprobado
100244,Auto,572914.82,,Aprobado
100244,Hipotecario,1167264.72,133533.43,Aprobado
100244,Hipotecario,706936.36,80872.52,Aprobado
100245,Consumo,1026294.88,,Aprobado
100245,Auto,1415046.54,,Aprobado
100246,Hipotecario,1010863.06,115641.3,Rechazado
100247,Auto,499677.31,,Rechazado
100248,Hipotecario,512266.66,58602.58,Cancelado
100249,Hipotecario,757637.25,86672.63,Aprobado
100249,Auto,1085518.56,,Aprobado
100250,Auto,263798.98,,Aprobado
100250,Auto,592597.87,,Rechazado
100251,Consumo,262290.47,,Aprobado
100251,Hipotecario,865911.41,99059.04,Aprobado
100251,Hipotecario,1231430.5,140873.9,Rechazado
100252,Auto,214294.32,,Aprobado
100253,Hipotecario,962330.06,110089.2,Aprobado
100254,Hipotecario,322419.86,36884.38,Aprobado
100254,Consumo,1303992.06,,Aprobado
100255,Consumo,639888.84,,Aprobado
100255,Hipotecario,973194.19,111332.04,Aprobado
100255,Consumo,304688.78,,Aprobado
100256,Consumo,523509.27,,Aprobado
100257,Auto,1231766.75,,Aprobado
100257,Consumo,1172653.84,,Rechazado
100258,Auto,619397.39,,Rechazado
100258,Consumo,1219675.7,,Aprobado
100259,Consumo,1228541.19,,Cancelado
100259,Consumo,154404.72,,Aprobado
100260,Consumo,296783.19,,Aprobado
100260,Auto,489008.51,,Aprobado
100260,Hipotecario,523918.66,59935.55,Rechazado
100261,Auto,697463.8,,Aprobado
100262,Consumo,987276.36,,Aprobado
100262,Auto,899113.37,,Aprobado
100263,Auto,761843.45,,Aprobado
100264,Auto,953509.11,,Aprobado
100265,Consumo,1151530.82,,Aprobado
100265,Hipotecario,160049.49,18309.43,Rechazado
100266,Auto,1232798.71,,Rechazado
100266,Hipotecario,97351.35,11136.86,Rechazado
100266,Hipotecario,1210153.69,138439.87,Aprobado
100267,Hipotecario,256386.22,29330.22,Aprobado
100267,Consumo,1229250.41,,Rechazado
100267,Hipotecario,699311.23,80000.21,Aprobado
100268,Auto,1054664.98,,Aprobado
100269,Hipotecario,1300316.23,148754.33,Aprobado
100269,Auto,404176.8,,Aprobado
100270,Auto,897074.64,,Aprobado
100270,Auto,908216.94,,Rechazado
100271,Auto,133068.86,,Aprobado
100272,Hipotecario,1119076.24,128020.74,Aprobado
100272,Consumo,1173588.03,,Aprobado
100272,Auto,1098722.53,,Aprobado
100273,Auto,987766.77,,Rechazado
100273,Consumo,767647.84,,Aprobado
100273,Consumo,545488.85,,Aprobado
100274,Auto,804912.15,,Aprobado
100274,Auto,1301272.01,,Aprobado
100274,Consumo,1065991.83,,Aprobado
100275,Consumo,1061817.28,,Aprobado
100276,Consumo,1463261.01,,Aprobado
100276,Consumo,1214431.06,,Rechazado
100276,Hipotecario,644136.79,73688.34,Aprobado
100277,Hipotecario,54354.74,6218.11,Aprobado
100277,Hipotecario,358009.18,40955.74,Rechazado
100277,Auto,616166.77,,Aprobado
100278,Hipotecario,44394.68,5078.69,Aprobado
100278,Consumo,165358.97,,Aprobado
100278,Consumo,692554.32,,Cancelado
100279,Hipotecario,576002.79,65893.9,Aprobado
100279,Hipotecario,364146.67,41657.86,Aprobado
100280,Auto,657833.63,,Aprobado
100280,Auto,786772.85,,Aprobado
100281,Consumo,793045.2,,Aprobado
100281,Auto,171838.99,,Aprobado
100281,Hipotecario,935106.36,106974.84,Aprobado
100282,Auto,1225002.9,,Aprobado
100282,Consumo,1241384.66,,Aprobado
100283,Hipotecario,43530.04,4979.77,Cancelado
100284,Auto,121739.07,,Cancelado
100284,Auto,39519.0,,Rechazado
100284,Hipotecario,1376103.8,157424.32,Aprobado
100285,Auto,1103132.07,,Rechazado
100285,Hipotecario,926132.78,105948.28,Aprobado
100285,Consumo,394620.37,,Cancelado
100286,Consumo,168960.86,,Rechazado
100287,Hipotecario,511219.7,58482.81,Aprobado
100287,Hipotecario,67735.17,7748.81,Aprobado
100287,Hipotecario,922040.86,105480.17,Aprobado
100288,Consumo,1143144.69,,Cancelado
100288,Consumo,150923.26,,Aprobado
100289,Hipotecario,448287.32,51283.43,Rechazado
100290,Hipotecario,1457986.7,166791.61,Aprobado
100290,Consumo,196602.45,,Aprobado
100290,Hipotecario,316688.94,36228.77,Aprobado
100291,Consumo,1208083.49,,Aprobado
100291,Consumo,369824.08,,Cancelado
100291,Hipotecario,672267.96,76906.5,Rechazado
100292,Hipotecario,1309020.14,149750.05,Aprobado
100292,Auto,82234.23,,Aprobado
100293,Hipotecario,89121.39,10195.36,Cancelado
100294,Hipotecario,264001.8,30201.43,Rechazado
100294,Hipotecario,281855.06,32243.82,Aprobado
100294,Auto,91989.03,,Rechazado
100295,Hipotecario,459070.33,52516.99,Aprobado
100295,Consumo,639308.66,,Cancelado
100295,Auto,885017.19,,Rechazado
100296,Hipotecario,715112.82,81807.89,Rechazado
100297,Auto,1009709.68,,Cancelado
100297,Hipotecario,788589.63,90213.54,Aprobado
100297,Auto,180628.81,,Aprobado
100298,Auto,275196.47,,Rechazado
100299,Hipotecario,416911.52,47694.09,Aprobado
100299,Consumo,905658.49,,Aprobado
100300,Auto,972246.36,,Rechazado
100300,Consumo,1356173.56,,Cancelado
100300,Consumo,924171.77,,Aprobado
100301,Consumo,1124178.86,,Aprobado
100301,Hipotecario,377944.22,43236.28,Aprobado
100301,Consumo,921283.09,,Cancelado
100302,Auto,1465872.63,,Aprobado
100303,Consumo,583928.56,,Aprobado
100303,Consumo,1125835.5,,Aprobado
100304,Hipotecario,1320336.75,151044.65,Aprobado
100304,Consumo,1244861.45,,Aprobado
100305,Consumo,1498442.77,,Aprobado
100306,Auto,1453698.15,,Aprobado
100306,Hipotecario,147685.95,16895.06,Rechazado
100307,Hipotecario,172905.97,19780.2,Rechazado
100307,Auto,911170.96,,Cancelado
100308,Auto,182053.97,,Aprobado
100308,Hipotecario,187492.84,21448.92,Rechazado
100309,Auto,868449.49,,Cancelado
100309,Consumo,634203.18,,Aprobado
100309,Hipotecario,1111842.73,127193.23,Aprobado
100310,Auto,576848.72,,Aprobado
100311,Consumo,975812.82,,Rechazado
100311,Auto,1170525.19,,Aprobado
100311,Consumo,244056.98,,Aprobado
100312,Auto,777675.12,,Aprobado
